image_idx,DSC_metric,NSD_metric,modality
1827,0.916287,0.792388,CT
1828,0.978152,0.949074,CT
1829,0.983529,1.0,CT
1830,0.990459,0.941213,CT
1831,0.9911,0.975,CT
1832,0.986315,0.963649,CT
1833,0.912717,0.738693,CT
1834,0.977018,0.981164,CT
1835,0.887552,0.780669,CT
1836,0.953718,0.980198,CT
1837,0.976045,0.990588,CT
1838,0.982352,0.995322,CT
1839,0.736025,0.510776,CT
1840,0.988593,0.978795,CT
1841,0.957346,0.93913,CT
1842,0.990215,0.940564,CT
1843,0.857054,0.629893,CT
1844,0.967894,0.911414,CT
1845,0.833755,0.197811,CT
1846,0.775139,0.278997,CT
1847,0.937406,0.473005,CT
1848,0.988388,0.933146,CT
1849,0.977222,0.976068,CT
1850,0.853494,0.381898,CT
1851,0.922071,0.807432,CT
1852,0.988965,0.904792,CT
1853,0.973374,0.815663,CT
1854,0.981302,0.902353,CT
1855,0.982053,0.898113,CT
1856,0.979022,0.872283,CT
1857,0.93678,0.822804,CT
1858,0.957677,0.768248,CT
1859,0.858662,0.13894,CT
1860,0.792126,0.288123,CT
1861,0.888349,0.097493,CT
1862,0.988588,0.968092,CT
1863,0.987551,0.950704,CT
1864,0.982864,0.907522,CT
1865,0.95213,0.904884,CT
1866,0.983243,0.943992,CT
1867,0.987422,0.990676,CT
1868,0.963029,0.915575,CT
1869,0.95496,0.849699,CT
1870,0.879953,0.522459,CT
1871,0.985709,0.889454,CT
1872,0.981013,0.995526,CT
1873,0.987001,0.974085,CT
1874,0.986951,0.968064,CT
1875,0.849158,0.74772,CT
1876,0.976296,0.938503,CT
1877,0.988011,1.0,CT
1878,0.917871,0.743506,CT
1879,0.94632,0.849776,CT
1880,0.93128,0.842282,CT
1881,0.61756,0.452675,CT
1882,0.990373,0.91961,CT
1883,0.954287,0.715608,CT
1884,0.975357,0.852029,CT
1885,0.908383,0.736948,CT
1886,0.97529,0.911974,CT
1887,0.989775,0.950479,CT
1888,0.987987,0.972881,CT
1889,0.973537,0.852196,CT
1890,0.990212,0.974448,CT
1891,0.987772,0.925587,CT
1892,0.955186,0.838849,CT
1893,0.980939,0.932482,CT
1894,0.980831,0.918816,CT
1895,0.964637,0.935085,CT
1896,0.968603,0.872256,CT
1897,0.986535,0.925758,CT
1898,0.981962,0.92437,CT
1899,0.983084,0.951996,CT
1900,0.930528,0.758958,CT
1901,0.977406,1.0,CT
1902,0.985621,0.933673,CT
1903,0.863451,0.695157,CT
1904,0.968804,0.884914,CT
1905,0.859903,0.58658,CT
1906,0.90986,0.819398,CT
1907,0.991409,0.954693,CT
1908,0.98264,0.917027,CT
1909,0.986938,0.965686,CT
1910,0.780456,0.506512,CT
1911,0.982788,0.877863,CT
1912,0.97865,0.829774,CT
1913,0.920199,0.907216,CT
1914,0.981405,0.959384,CT
1915,0.983191,0.932849,CT
1916,0.963511,0.935567,CT
1917,0.981025,0.993763,CT
1918,0.976934,0.824561,CT
1919,0.968904,0.86059,CT
1920,0.983565,0.909774,CT
1921,0.986441,0.952896,CT
1922,0.983022,0.90431,CT
1923,0.95385,0.877551,CT
1924,0.968911,0.849918,CT
1925,0.981507,0.996305,CT
1926,0.688952,0.615207,CT
1927,0.988976,0.99118,CT
1928,0.970267,1.0,CT
1929,0.958904,0.967509,CT
1930,0.98322,1.0,CT
1931,0.813387,0.576138,CT
1932,0.9879,0.994097,CT
1933,0.762968,0.569231,CT
1934,0.988428,0.96875,CT
1935,0.92117,0.834783,CT
1936,0.975414,0.926024,CT
1937,0.970841,0.880888,CT
1938,0.874815,0.69697,CT
1939,0.989398,0.956636,CT
1940,0.983601,0.951537,CT
1941,0.957037,0.926829,CT
1942,0.926081,0.828492,CT
1943,0.985717,0.889648,CT
1944,0.985922,0.989198,CT
1945,0.987267,0.981996,CT
1946,0.871719,0.675758,CT
1947,0.97553,0.903374,CT
1948,0.688492,0.290043,CT
1949,0.921326,0.827703,CT
1950,0.983399,0.982009,CT
1951,0.951195,0.876791,CT
1952,0.97105,0.852542,CT
1953,0.984802,1.0,CT
1954,0.989176,0.941365,CT
1955,0.976335,0.86854,CT
1956,0.988109,0.93923,CT
1957,0.983578,0.881465,CT
1958,0.989013,0.940047,CT
1959,0.989455,0.939171,CT
1960,0.951477,0.803838,CT
1961,0.984036,0.945346,CT
1962,0.927062,0.856534,CT
1963,0.973368,0.805452,CT
1964,0.98992,0.964628,CT
1965,0.990169,0.957377,CT
1966,0.987608,0.906645,CT
1967,0.989581,0.914969,CT
1968,0.984608,0.88882,CT
1969,0.990415,0.956663,CT
1970,0.962739,0.956098,CT
1971,0.988672,0.993266,CT
1972,0.958768,0.929708,CT
1973,0.98428,0.915152,CT
1974,0.899616,0.627273,CT
1975,0.978343,1.0,CT
1976,0.985588,0.928627,CT
1977,0.970782,0.852941,CT
1978,0.97926,0.866137,CT
1979,0.924799,0.791045,CT
1980,0.968485,0.993485,CT
1981,0.989472,0.929747,CT
1982,0.98986,0.987193,CT
1983,0.989507,0.932764,CT
1984,0.982522,0.88172,CT
1985,0.990697,0.938892,CT
1986,0.987602,0.971864,CT
1987,0.988218,1.0,CT
1988,0.927189,0.79927,CT
1989,0.895374,0.68883,CT
1990,0.969201,0.773756,CT
1991,0.889557,0.251765,CT
1992,0.991473,0.983696,CT
1993,0.986779,0.926324,CT
1994,0.98431,0.958466,CT
1995,0.951651,0.941839,CT
1996,0.959265,0.897661,CT
1997,0.9871,0.960563,CT
1998,0.987517,0.963498,CT
1999,0.985188,0.854511,CT
2000,0.781452,0.291405,CT
2001,0.966701,0.728682,CT
2002,0.9929,0.941005,CT
2003,0.976024,0.765976,CT
2004,0.984602,0.894298,CT
2005,0.936749,0.891519,CT
2006,0.987345,0.94494,CT
2007,0.986266,0.960419,CT
2008,0.990427,0.976155,CT
2009,0.961342,0.891832,CT
2010,0.946807,0.824324,CT
2011,0.894718,0.693227,CT
2012,0.983735,0.939802,CT
2013,0.987908,0.939212,CT
2014,0.989353,0.915045,CT
2015,0.987753,0.976308,CT
2016,0.915323,0.597024,CT
2017,0.952187,0.713333,CT
2018,0.982655,0.991304,CT
2019,0.975702,0.841772,CT
2020,0.871049,0.797189,CT
2021,0.974738,0.949301,CT
2022,0.970262,0.83906,CT
2023,0.921311,0.802752,CT
2024,0.97227,0.983607,CT
2025,0.991305,0.991008,CT
2026,0.964069,0.839122,CT
2027,0.960791,0.783721,CT
2028,0.988677,0.958136,CT
2029,0.983128,0.870813,CT
2030,0.983812,0.893429,CT
2031,0.983633,0.888889,CT
2032,0.982787,0.897707,CT
2033,0.979229,0.909774,CT
2034,0.979016,0.90611,CT
2035,0.954128,0.965928,CT
2036,0.958935,0.775633,CT
2037,0.989921,0.942612,CT
2038,0.826966,0.393333,CT
2039,0.953981,0.6,CT
2040,0.987291,0.873024,CT
2041,0.975175,0.874587,CT
2042,0.98438,0.947519,CT
2043,0.9801,0.955903,CT
2044,0.987928,0.929193,CT
2045,0.970342,0.754342,CT
2046,0.964743,0.840921,CT
2047,0.913574,0.371846,CT
2048,0.987685,0.951652,CT
2049,0.845388,0.640167,CT
2050,0.987454,0.981633,CT
2051,0.981264,0.892708,CT
2052,0.983158,0.988156,CT
2053,0.890779,0.69258,CT
2054,0.97734,0.8967,CT
2055,0.957218,0.878049,CT
2056,0.950491,0.923541,CT
2057,0.979096,0.857965,CT
2058,0.920172,0.621687,CT
2059,0.987253,0.951773,CT
2060,0.924844,0.870334,CT
2061,0.978357,0.993068,CT
2062,0.970983,0.913198,CT
2063,0.831331,0.679663,CT
2064,0.979418,0.921899,CT
2065,0.620799,0.371501,CT
2066,0.981164,0.884632,CT
2067,0.969081,0.928429,CT
2068,0.98282,0.943474,CT
2069,0.979483,0.936416,CT
2070,0.980763,0.882876,CT
2071,0.927463,0.862191,CT
2072,0.865887,0.45339,CT
2073,0.970396,0.716788,CT
2074,0.985236,0.877358,CT
2075,0.943115,0.833333,CT
2076,0.976497,0.909747,CT
2077,0.988531,0.972539,CT
2078,0.741036,0.39172,CT
2079,0.974324,0.960331,CT
2080,0.860946,0.611684,CT
2081,0.936709,0.893162,CT
2082,0.985841,0.999276,CT
2083,0.990009,0.993583,CT
2084,0.953742,0.897959,CT
2085,0.988032,0.994587,CT
2086,0.990095,0.985729,CT
2087,0.945714,0.963918,CT
2088,0.981371,0.900457,CT
2089,0.966987,1.0,CT
2090,0.989918,1.0,CT
2091,0.974549,0.830057,CT
2092,0.976704,0.900489,CT
2093,0.9875,0.99192,CT
2094,0.842045,0.602076,CT
2095,0.985482,0.982301,CT
2096,0.985557,0.922527,CT
2097,0.98453,0.962617,CT
2098,0.969867,0.857802,CT
2099,0.983059,0.957338,CT
2100,0.917551,0.76888,CT
2101,0.985473,1.0,CT
2102,0.986524,0.993907,CT
2103,0.81183,0.770526,CT
2104,0.980203,0.901786,CT
2105,0.983805,0.898888,CT
2106,0.771374,0.381139,CT
2107,0.976542,0.91954,CT
2108,0.992314,0.966443,CT
2109,0.990417,0.978495,CT
2110,0.98375,0.908431,CT
2111,0.989272,0.964633,CT
2112,0.984172,0.916195,CT
2113,0.984988,1.0,CT
2114,0.985095,0.964706,CT
2115,0.199958,0.201895,CT
2116,0.172924,0.186125,CT
2117,0.986225,0.959688,CT
2118,0.99173,1.0,CT
2119,0.922514,0.23723,CT
2120,0.808397,0.1,CT
2121,0.86064,0.05005,CT
2122,0.985025,0.873888,CT
2123,0.930907,0.821799,CT
2124,0.98032,0.926056,CT
2125,0.991041,0.982592,CT
2126,0.938815,0.879479,CT
2127,0.957728,0.905759,CT
2128,0.984991,1.0,CT
2129,0.890889,0.742857,CT
2130,0.97882,0.838651,CT
2131,0.971371,0.950402,CT
2132,0.969139,0.88806,CT
2133,0.748313,0.609865,CT
2134,0.99445,0.951333,CT
2135,0.979688,0.818723,CT
2136,0.981471,0.922465,CT
2137,0.98908,0.991898,CT
2138,0.987923,0.938643,CT
2139,0.790216,0.40339,CT
2140,0.987137,1.0,CT
2141,0.945838,0.768276,CT
2142,0.888477,0.739247,CT
2143,0.968961,0.934708,CT
2144,0.873569,0.619946,CT
2145,0.977089,0.903005,CT
2146,0.881708,0.758454,CT
2147,0.969345,0.881176,CT
2148,0.988905,0.969313,CT
2149,0.954113,0.985866,CT
2150,0.98325,0.904393,CT
2151,0.989271,0.96531,CT
2152,0.987582,1.0,CT
2153,0.990424,0.971548,CT
2154,0.9723,0.905569,CT
2155,0.960649,0.818574,CT
2156,0.980767,0.912439,CT
2157,0.933333,0.771831,CT
2158,0.981543,1.0,CT
2159,0.983063,1.0,CT
2160,0.984362,0.841046,CT
2161,0.970958,0.718518,CT
2162,0.938288,0.882199,CT
2163,0.987732,0.959691,CT
2164,0.957373,0.995935,CT
2165,0.963555,0.89199,CT
2166,0.991882,0.958948,CT
2167,0.977351,0.886672,CT
2168,0.98751,0.988897,CT
2169,0.963024,0.956989,CT
2170,0.988662,0.994228,CT
2171,0.982704,0.897402,CT
2172,0.979836,0.95432,CT
2173,0.990489,0.971914,CT
2174,0.985186,0.968785,CT
2175,0.985852,0.930636,CT
2176,0.986781,0.952425,CT
2177,0.986339,0.959846,CT
2178,0.985623,0.883427,CT
2179,0.979904,0.866719,CT
2180,0.877076,0.557143,CT
2181,0.977873,0.84788,CT
2182,0.724171,0.197719,CT
2183,0.824967,0.160978,CT
2184,0.87947,0.1537,CT
2185,0.907423,0.092891,CT
2186,0.982656,0.90566,CT
2187,0.990222,0.981294,CT
2188,0.921976,0.206989,CT
2189,0.772406,0.224138,CT
2190,0.917074,0.120192,CT
2191,0.990605,0.941288,CT
2192,0.992124,0.958372,CT
2193,0.993447,0.983269,CT
2194,0.9869,0.997817,CT
2195,0.983556,0.851767,CT
2196,0.936216,0.754065,CT
2197,0.972653,0.866605,CT
2198,0.990186,0.954887,CT
2199,0.988314,0.895763,CT
2200,0.987864,0.920558,CT
2201,0.993646,1.0,CT
2202,0.986396,0.920705,CT
2203,0.978464,0.857888,CT
2204,0.956745,0.722886,CT
2205,0.988726,0.92381,CT
2206,0.986497,0.938053,CT
2207,0.990781,0.978774,CT
2208,0.988239,0.935003,CT
2209,0.953416,0.67866,CT
2210,0.987585,0.900126,CT
2211,0.98814,0.95228,CT
2212,0.987453,0.966181,CT
2213,0.989764,0.956947,CT
2214,0.980645,0.892586,CT
2215,0.96108,0.949926,CT
2216,0.95965,0.940199,CT
2217,0.985162,0.933764,CT
2218,0.983769,0.876833,CT
2219,0.957047,0.825461,CT
2220,0.924634,0.850633,CT
2221,0.982719,0.995146,CT
2222,0.905414,0.223824,CT
2223,0.694939,0.212469,CT
2224,0.841231,0.0,CT
2225,0.982683,0.916984,CT
2226,0.946442,0.891111,CT
2227,0.967658,0.893229,CT
2228,0.986864,0.978537,CT
2229,0.993031,0.972671,CT
2230,0.977845,0.826327,CT
2231,0.849492,0.174111,CT
2232,0.936841,0.23451,CT
2233,0.873136,0.10452,CT
2234,0.987474,0.957028,CT
2235,0.987321,0.917808,CT
2236,0.97873,0.897361,CT
2237,0.979207,0.92246,CT
2238,0.955248,0.942184,CT
2239,0.973787,1.0,CT
2240,0.967914,0.823014,CT
2241,0.987095,0.969474,CT
2242,0.984112,0.914867,CT
2243,0.943651,0.917305,CT
2244,0.969311,1.0,CT
2245,0.950508,0.957597,CT
2246,0.98776,0.953026,CT
2247,0.942355,0.976247,CT
2248,0.980211,0.88655,CT
2249,0.750154,0.385787,CT
2250,0.982517,0.88781,CT
2251,0.96692,0.909483,CT
2252,0.971917,0.903509,CT
2253,0.958768,0.911184,CT
2254,0.979377,0.949301,CT
2255,0.933476,0.796992,CT
2256,0.988203,0.994505,CT
2257,0.824542,0.209954,CT
2258,0.605606,0.242763,CT
2259,0.883845,0.0,CT
2260,0.982962,0.897892,CT
2261,0.991677,1.0,CT
2262,0.981371,0.877972,CT
2263,0.986612,0.888188,CT
2264,0.985862,0.969065,CT
2265,0.959723,0.87808,CT
2266,0.963086,0.836232,CT
2267,0.882136,0.668067,CT
2268,0.990777,0.983952,CT
2269,0.886136,0.689531,CT
2270,0.97901,0.885507,CT
2271,0.988507,0.98725,CT
2272,0.976818,0.830957,CT
2273,0.992449,1.0,CT
2274,0.96854,0.788883,CT
2275,0.950885,0.744287,CT
2276,0.873018,0.186831,CT
2277,0.877545,0.252775,CT
2278,0.882213,0.027604,CT
2279,0.97927,0.885432,CT
2280,0.842018,0.51145,CT
2281,0.978993,0.813656,CT
2282,0.986293,0.935337,CT
2283,0.969707,0.955814,CT
2284,0.983633,0.979419,CT
2285,0.804801,0.305925,CT
2286,0.852319,0.252721,CT
2287,0.916898,0.316085,CT
2288,0.984602,0.949091,CT
2289,0.895083,0.814286,CT
2290,0.966832,0.818471,CT
2291,0.852063,0.497872,CT
2292,0.964277,0.900641,CT
2293,0.98825,0.932073,CT
2294,0.990399,0.983035,CT
2295,0.985081,0.880177,CT
2296,0.979261,0.812644,CT
2297,0.97367,0.843483,CT
2298,0.966423,0.792359,CT
2299,0.98392,0.921624,CT
2300,0.98967,0.995694,CT
2301,0.929104,0.779212,CT
2302,0.926136,0.459346,CT
2303,0.596674,0.318182,CT
2304,0.971581,0.872881,CT
2305,0.863033,0.611111,CT
2306,0.944776,0.694789,CT
2307,0.911086,0.577143,CT
2308,0.976903,0.926589,CT
2309,0.847643,0.663102,CT
2310,0.979961,0.922889,CT
2311,0.952927,0.833333,CT
2312,0.989981,0.984636,CT
2313,0.957179,0.923313,CT
2314,0.983953,0.926546,CT
2315,0.983628,0.981587,CT
2316,0.981645,0.97609,CT
2317,0.937998,0.821138,CT
2318,0.914376,0.599398,CT
2319,0.970798,0.758703,CT
2320,0.98293,0.887348,CT
2321,0.877927,0.641148,CT
2322,0.946725,0.831169,CT
2323,0.969486,0.922865,CT
2324,0.991404,0.982906,CT
2325,0.952603,0.887681,CT
2326,0.954887,0.911184,CT
2327,0.971434,0.894454,CT
2328,0.881019,0.645244,CT
2329,0.851248,0.631818,CT
2330,0.971367,0.824922,CT
2331,0.9606,0.781787,CT
2332,0.929946,0.661538,CT
2333,0.977372,0.832244,CT
2334,0.978756,0.893162,CT
2335,0.983203,0.925501,CT
2336,0.848622,0.640569,CT
2337,0.882397,0.778296,CT
2338,0.993147,1.0,CT
2339,0.974379,0.803371,CT
2340,0.981379,0.899871,CT
2341,0.928756,0.825641,CT
2342,0.979469,0.927835,CT
2343,0.983302,0.798597,CT
2344,0.982727,0.900826,CT
2345,0.978134,0.885699,CT
2346,0.880032,0.647303,CT
2347,0.99019,0.984752,CT
2348,0.970792,0.86532,CT
2349,0.881966,0.705628,CT
2350,0.97513,0.990654,CT
2351,0.957933,0.792887,CT
2352,0.97902,0.892249,CT
2353,0.960563,0.929856,CT
2354,0.984345,0.995935,CT
2355,0.987455,0.946071,CT
2356,0.907585,0.817204,CT
2357,0.972504,0.971963,CT
2358,0.989746,0.931985,CT
2359,0.940513,0.837438,CT
2360,0.979437,0.929329,CT
2361,0.989582,0.921613,CT
2362,0.983003,0.907296,CT
2363,0.988159,0.946502,CT
2364,0.993003,1.0,CT
2365,0.988417,0.86513,CT
2366,0.986146,1.0,CT
2367,0.915318,0.773568,CT
2368,0.970925,0.893617,CT
2369,0.983528,0.940063,CT
2370,0.983458,0.95698,CT
2371,0.865651,0.587863,CT
2372,0.975872,0.84273,CT
2373,0.902392,0.634058,CT
2374,0.982293,0.881268,CT
2375,0.911538,0.841727,CT
2376,0.986365,0.97157,CT
2377,0.9795,0.917136,CT
2378,0.944302,0.685051,CT
2379,0.974177,0.982418,CT
2380,0.717715,0.310484,CT
2381,0.976308,0.912127,CT
2382,0.920228,0.7,CT
2383,0.952364,0.766454,CT
2384,0.991877,0.934211,CT
2385,0.968981,0.750719,CT
2386,0.971345,0.985646,CT
2387,0.981934,0.965517,CT
2388,0.976928,0.896138,CT
2389,0.931713,0.801034,CT
2390,0.949598,0.849515,CT
2391,0.965487,0.825311,CT
2392,0.910556,0.815842,CT
2393,0.975774,0.965863,CT
2394,0.985089,0.971106,CT
2395,0.980301,0.966353,CT
2396,0.85581,0.542857,CT
2397,0.989204,0.903244,CT
2398,0.983458,0.943899,CT
2399,0.991194,0.936448,CT
2400,0.97026,0.772803,CT
2401,0.983431,0.97861,CT
2402,0.945744,0.869436,CT
2403,0.977042,0.920354,CT
2404,0.950549,0.892193,CT
2405,0.992729,0.941449,CT
2406,0.982142,0.854962,CT
2407,0.974434,0.912558,CT
2408,0.899716,0.785971,CT
2409,0.978052,0.799653,CT
2410,0.91526,0.535211,CT
2411,0.991377,0.92059,CT
2412,0.984427,0.919795,CT
2413,0.596107,0.364261,CT
2414,0.625769,0.105552,CT
2415,0.879843,0.032505,CT
2416,0.98141,0.90932,CT
2417,0.966952,0.947785,CT
2418,0.959442,0.890223,CT
2419,0.767219,0.446429,CT
2420,0.770003,0.213974,CT
2421,0.918285,0.412069,CT
2422,0.873914,0.0,CT
2423,0.990083,0.948678,CT
2424,0.989599,0.985892,CT
2425,0.987999,0.946122,CT
2426,0.955703,0.897351,CT
2427,0.98749,0.996728,CT
2428,0.924173,0.416667,CT
2429,0.782351,0.256087,CT
2430,0.985417,0.97615,CT
2431,0.883498,0.71771,CT
2432,0.974866,0.862275,CT
2433,0.854948,0.65,CT
2434,0.981243,0.894882,CT
2435,0.979958,0.925287,CT
2436,0.965595,0.755654,CT
2437,0.955154,0.676033,CT
2438,0.981572,0.877171,CT
2439,0.97673,0.980545,CT
2440,0.985905,0.924344,CT
2441,0.770612,0.403226,CT
2442,0.953988,0.828866,CT
2443,0.818742,0.541985,CT
2444,0.983804,0.895,CT
2445,0.939297,0.84322,CT
2446,0.943284,0.757009,CT
2447,0.717325,0.411168,CT
2448,0.897111,0.369114,CT
2449,0.787969,0.313863,CT
2450,0.892011,0.044534,CT
2451,0.992549,0.951696,CT
2452,0.97338,0.725083,CT
2453,0.991714,0.954427,CT
2454,0.927877,0.905138,CT
2455,0.954278,0.824653,CT
2456,0.964766,0.85,CT
2457,0.986488,0.908379,CT
2458,0.984124,1.0,CT
2459,0.985484,0.974138,CT
2460,0.977279,0.868158,CT
2461,0.963994,0.816807,CT
2462,0.986335,0.885424,CT
2463,0.938567,0.863248,CT
2464,0.967754,0.855019,CT
2465,0.730623,0.483721,CT
2466,0.986439,0.973505,CT
2467,0.98873,0.932123,CT
2468,0.985066,0.869128,CT
2469,0.983205,1.0,CT
2470,0.98322,0.991367,CT
2471,0.987433,0.958195,CT
2472,0.886418,0.589681,CT
2473,0.967543,0.855326,CT
2474,0.823575,0.525735,CT
2475,0.963956,0.953781,CT
2476,0.989053,0.925889,CT
2477,0.974414,0.83715,CT
2478,0.990211,0.94802,CT
2479,0.988559,0.987952,CT
2480,0.808399,0.244039,CT
2481,0.985106,0.931803,CT
2482,0.958228,0.938889,CT
2483,0.98542,0.962169,CT
2484,0.965251,0.813711,CT
2485,0.949875,0.860952,CT
2486,0.685325,0.547074,CT
2487,0.932289,0.859813,CT
2488,0.98842,1.0,CT
2489,0.977666,0.860914,CT
2490,0.97069,0.866295,CT
2491,0.977145,0.845865,CT
2492,0.959974,0.75,CT
2493,0.973977,0.85769,CT
2494,0.988283,0.9439,CT
2495,0.991179,0.982792,CT
2496,0.982768,0.923326,CT
2497,0.984309,0.912781,CT
2498,0.826603,0.446903,CT
2499,0.892973,0.64,CT
2500,0.972716,0.908078,CT
2501,0.880605,0.70098,CT
2502,0.989742,0.939525,CT
2503,0.990497,0.982846,CT
2504,0.972898,0.734228,CT
2505,0.986052,0.925234,CT
2506,0.986103,0.958914,CT
2507,0.888,0.724409,CT
2508,0.979384,0.93578,CT
2509,0.987367,0.964632,CT
2510,0.991569,1.0,CT
2511,0.95453,0.816392,CT
2512,0.912174,0.84585,CT
2513,0.955077,0.787535,CT
2514,0.746796,0.310924,CT
2515,0.989526,0.963286,CT
2516,0.952822,0.894444,CT
2517,0.983636,1.0,CT
2518,0.989706,0.902706,CT
2519,0.981285,0.880072,CT
2520,0.980521,0.892989,CT
2521,0.950807,0.947811,CT
2522,0.95161,0.759116,CT
2523,0.987819,0.914194,CT
2524,0.894624,0.676182,CT
2525,0.973195,0.967054,CT
2526,0.985132,0.956391,CT
2527,0.984268,0.985933,CT
2528,0.988931,0.966156,CT
2529,0.859858,0.63286,CT
2530,0.96862,0.889693,CT
2531,0.988115,0.954271,CT
2532,0.932142,0.538286,CT
2533,0.986042,0.92905,CT
2534,0.985743,0.959908,CT
2535,0.984357,0.887263,CT
2536,0.917049,0.784703,CT
2537,0.945799,0.783664,CT
2538,0.992493,0.979234,CT
2539,0.524342,0.394578,CT
2540,0.962174,0.849722,CT
2541,0.959184,0.853516,CT
2542,0.990807,0.932248,CT
2543,0.947638,0.771901,CT
2544,0.977537,0.953571,CT
2545,0.988786,0.946237,CT
2546,0.979741,0.92,CT
2547,0.991019,0.965223,CT
2548,0.977388,0.902041,CT
2549,0.98027,0.820014,CT
2550,0.984227,0.950207,CT
2551,0.986434,0.932653,CT
2552,0.98377,0.880698,CT
2553,0.988241,0.896444,CT
2554,0.966126,0.873614,CT
2555,0.986374,0.95658,CT
2556,0.985073,0.997619,CT
2557,0.987298,0.960968,CT
2558,0.954485,0.927948,CT
2559,0.98387,0.948936,CT
2560,0.959674,0.740982,CT
2561,0.985063,0.991857,CT
2562,0.987636,0.994236,CT
2563,0.961892,0.88716,CT
2564,0.988109,1.0,CT
2565,0.980873,0.913449,CT
2566,0.9518,0.881443,CT
2567,0.984619,0.927161,CT
2568,0.990305,0.956044,CT
2569,0.989872,0.980354,CT
2570,0.992052,0.991299,CT
2571,0.939371,0.857664,CT
2572,0.923483,0.883212,CT
2573,0.975643,0.954939,CT
2574,0.903913,0.698337,CT
2575,0.837724,0.553279,CT
2576,0.980051,0.870159,CT
2577,0.912792,0.70195,CT
2578,0.988179,0.965969,CT
2579,0.949756,0.804009,CT
2580,0.988584,0.959184,CT
2581,0.975044,0.800253,CT
2582,0.990548,0.968504,CT
2583,0.858609,0.135548,CT
2584,0.688761,0.108611,CT
2585,0.836903,0.0,CT
2586,0.987999,0.955324,CT
2587,0.951826,0.95302,CT
2588,0.932985,0.849476,CT
2589,0.958945,0.840959,CT
2590,0.990691,0.905628,CT
2591,0.980013,0.842025,CT
2592,0.989215,0.951648,CT
2593,0.973448,0.904211,CT
2594,0.984796,0.919463,CT
2595,0.778861,0.548763,CT
2596,0.975071,0.714174,CT
2597,0.985563,0.953165,CT
2598,0.990758,0.986905,CT
2599,0.977917,0.826625,CT
2600,0.967292,0.816919,CT
2601,0.986306,0.97648,CT
2602,0.984447,0.906648,CT
2603,0.990136,0.979427,CT
2604,0.983702,0.923611,CT
2605,0.979335,0.957265,CT
2606,0.906946,0.801775,CT
2607,0.983777,1.0,CT
2608,0.970692,1.0,CT
2609,0.98373,0.983409,CT
2610,0.958967,0.927536,CT
2611,0.974482,0.918228,CT
2612,0.975426,1.0,CT
2613,0.982731,0.914539,CT
2614,0.986425,0.984615,CT
2615,0.988573,0.893526,CT
2616,0.975322,0.891921,CT
2617,0.98877,0.937202,CT
2618,0.988688,0.945286,CT
2619,0.987073,0.974784,CT
2620,0.893685,0.769634,CT
2621,0.981443,0.981258,CT
2622,0.990945,0.941327,CT
2623,0.808165,0.481848,CT
2624,0.957457,0.699353,CT
2625,0.990366,0.921197,CT
2626,0.878427,0.635514,CT
2627,0.969227,0.882998,CT
2628,0.988146,0.901748,CT
2629,0.98454,0.980185,CT
2630,0.982883,0.904255,CT
2631,0.991098,1.0,CT
2632,0.985161,0.905193,CT
2633,0.913551,0.75,CT
2634,0.987422,0.924841,CT
2635,0.989185,0.941001,CT
2636,0.990412,0.990506,CT
2637,0.986221,0.932527,CT
2638,0.990381,0.989247,CT
2639,0.980122,0.868505,CT
2640,0.991784,1.0,CT
2641,0.987232,0.961273,CT
2642,0.977435,0.990933,CT
2643,0.98735,0.874066,CT
2644,0.981003,0.860816,CT
2645,0.987828,0.936942,CT
2646,0.985689,1.0,CT
2647,0.779105,0.203956,CT
2648,0.853295,0.15048,CT
2649,0.909241,0.153927,CT
2650,0.990157,0.972546,CT
2651,0.972988,0.917333,CT
2652,0.540346,0.127319,CT
2653,0.254503,0.234332,CT
2654,0.970374,0.718826,CT
2655,0.98599,1.0,CT
2656,0.937185,0.837838,CT
2657,0.960855,0.709172,CT
2658,0.940219,0.915966,CT
2659,0.787653,0.443478,CT
2660,0.989292,0.945312,CT
2661,0.992508,1.0,CT
2662,0.991116,0.960409,CT
2663,0.986742,0.95907,CT
2664,0.990465,0.923645,CT
2665,0.979306,0.83181,CT
2666,0.991752,0.939276,CT
2667,0.980345,0.827119,CT
2668,0.991859,0.975595,CT
2669,0.986194,0.950775,CT
2670,0.98773,1.0,CT
2671,0.932069,0.825243,CT
2672,0.935214,0.844186,CT
2673,0.969232,0.71752,CT
2674,0.954056,0.888889,CT
2675,0.919201,0.707992,CT
2676,0.841537,0.70989,CT
2677,0.974152,0.906294,CT
2678,0.968095,0.771181,CT
2679,0.647773,0.26178,CT
2680,0.934631,0.632822,CT
2681,0.987212,0.930403,CT
2682,0.862493,0.802469,CT
2683,0.964751,0.836826,CT
2684,0.896552,0.705508,CT
2685,0.899004,0.789831,CT
2686,0.986708,0.957216,CT
2687,0.990002,0.995169,CT
2688,0.980491,0.992593,CT
2689,0.979139,0.87462,CT
2690,0.975576,0.859627,CT
2691,0.979893,0.844903,CT
2692,0.783905,0.782396,CT
2693,0.986956,0.99446,CT
2694,0.99044,0.972163,CT
2695,0.990216,0.994962,CT
2696,0.992062,0.989776,CT
2697,0.97287,0.86742,CT
2698,0.990376,0.969925,CT
2699,0.986422,0.970167,CT
2700,0.990666,0.940912,CT
2701,0.968041,0.813559,CT
2702,0.99117,0.984952,CT
2703,0.904014,0.738971,CT
