image_idx,DSC_metric,NSD_metric,modality
6115,0.532491,0.061947,Microscope
6116,0.711149,0.376471,Microscope
6117,0.894745,0.542117,Microscope
6118,0.733982,0.265217,Microscope
6119,0.361566,0.0,Microscope
6120,0.478289,0.0,Microscope
6121,0.485372,0.017241,Microscope
6122,0.539668,0.232432,Microscope
6123,0.875251,0.590278,Microscope
6124,0.742936,0.346535,Microscope
6125,0.389156,0.239865,Microscope
6126,0.665891,0.43554,Microscope
6127,0.67779,0.256637,Microscope
6128,0.577077,0.298701,Microscope
6129,0.753121,0.370166,Microscope
6130,0.4281,0.143791,Microscope
6131,0.686137,0.351449,Microscope
6132,0.603575,0.264493,Microscope
6133,0.659562,0.422481,Microscope
6134,0.603506,0.215054,Microscope
6135,0.643722,0.422481,Microscope
6136,0.724343,0.175166,Microscope
6137,0.442165,0.185745,Microscope
6138,0.548607,0.381132,Microscope
6139,0.735694,0.347826,Microscope
6140,0.867169,0.445221,Microscope
6141,0.548822,0.362573,Microscope
6142,0.821298,0.193878,Microscope
6143,0.880715,0.296629,Microscope
6144,0.672683,0.38785,Microscope
6145,0.853364,0.233151,Microscope
6146,0.869161,0.368876,Microscope
6147,0.746883,0.114914,Microscope
6148,0.734456,0.241294,Microscope
6149,0.675026,0.063492,Microscope
6150,0.561948,0.145068,Microscope
6151,0.779815,0.201117,Microscope
6152,0.879507,0.2257,Microscope
6153,0.711193,0.040373,Microscope
6154,0.752212,0.079727,Microscope
6155,0.914348,0.536649,Microscope
6156,0.724838,0.195035,Microscope
6157,0.625475,0.0,Microscope
6158,0.796656,0.145363,Microscope
6159,0.775231,0.105528,Microscope
6160,0.725716,0.154728,Microscope
6161,0.521749,0.08457,Microscope
6162,0.449077,0.172196,Microscope
6163,0.781083,0.095969,Microscope
6164,0.730139,0.161826,Microscope
6165,0.66308,0.243961,Microscope
6166,0.815769,0.215743,Microscope
6167,0.624838,0.120344,Microscope
6168,0.746077,0.005263,Microscope
6169,0.594935,0.175373,Microscope
6170,0.862073,0.450801,Microscope
6171,0.655665,0.246284,Microscope
6172,0.473321,0.0,Microscope
6173,0.76327,0.331707,Microscope
6174,0.791171,0.181015,Microscope
6175,0.56847,0.096317,Microscope
6176,0.672489,0.088435,Microscope
6177,0.751391,0.178506,Microscope
6178,0.471214,0.109855,Microscope
6179,0.906744,0.499093,Microscope
6180,0.803235,0.352665,Microscope
6181,0.598982,0.053604,Microscope
6182,0.597645,0.040724,Microscope
6183,0.752825,0.186186,Microscope
6184,0.620075,0.139918,Microscope
6185,0.683038,0.142857,Microscope
6186,0.910963,0.616935,Microscope
6187,0.705215,0.229803,Microscope
6188,0.787784,0.242424,Microscope
6189,0.766361,0.074766,Microscope
6190,0.501346,0.031111,Microscope
6191,0.846366,0.213828,Microscope
6192,0.60105,0.188333,Microscope
6193,0.707413,0.326019,Microscope
6194,0.521931,0.126506,Microscope
6195,0.49334,0.019231,Microscope
6196,0.602291,0.05492,Microscope
6197,0.852487,0.312834,Microscope
6198,0.425176,0.007326,Microscope
6199,0.584633,0.4,Microscope
6200,0.885881,0.439359,Microscope
6201,0.696957,0.188209,Microscope
6202,0.637654,0.0,Microscope
6203,0.780851,0.266667,Microscope
6204,0.617141,0.274699,Microscope
6205,0.805285,0.25,Microscope
6206,0.762191,0.101307,Microscope
6207,0.641409,0.041872,Microscope
6208,0.861884,0.35468,Microscope
6209,0.763825,0.153191,Microscope
6210,0.629726,0.159363,Microscope
6211,0.574756,0.312668,Microscope
6212,0.41259,0.114558,Microscope
6213,0.90726,0.523342,Microscope
6214,0.635601,0.043103,Microscope
6215,0.784592,0.224932,Microscope
6216,0.751102,0.220044,Microscope
6217,0.552876,0.229333,Microscope
6218,0.464622,0.128415,Microscope
6219,0.904707,0.520362,Microscope
6220,0.472881,0.0,Microscope
6221,0.81292,0.438662,Microscope
6222,0.772184,0.389344,Microscope
6223,0.783319,0.010526,Microscope
6224,0.709726,0.29003,Microscope
6225,0.66002,0.445676,Microscope
6226,0.784896,0.100437,Microscope
6227,0.77153,0.320548,Microscope
6228,0.77961,0.112952,Microscope
6229,0.694545,0.294991,Microscope
6230,0.471837,0.068681,Microscope
6231,0.698328,0.0,Microscope
6232,0.728579,0.099836,Microscope
6233,0.781109,0.156827,Microscope
6234,0.555649,0.070632,Microscope
6235,0.713155,0.257019,Microscope
6236,0.811761,0.429963,Microscope
6237,0.826581,0.368881,Microscope
6238,0.941975,0.617866,Microscope
6239,0.767018,0.083516,Microscope
6240,0.706511,0.115254,Microscope
6241,0.816493,0.287908,Microscope
6242,0.440236,0.192177,Microscope
6243,0.711535,0.077652,Microscope
6244,0.632703,0.028986,Microscope
6245,0.9322,0.572597,Microscope
6246,0.648743,0.144796,Microscope
6247,0.729904,0.406626,Microscope
6248,0.947538,0.857143,Microscope
6249,0.623211,0.091398,Microscope
6250,0.656716,0.138889,Microscope
6251,0.702415,0.0,Microscope
6252,0.803352,0.078571,Microscope
6253,0.779003,0.256484,Microscope
6254,0.567827,0.0,Microscope
6255,0.554841,0.0,Microscope
6256,0.562468,0.168224,Microscope
6257,0.906418,0.39501,Microscope
6258,0.6517,0.166667,Microscope
6259,0.796852,0.372984,Microscope
6260,0.710377,0.425714,Microscope
6261,0.49355,0.186301,Microscope
6262,0.731768,0.131965,Microscope
6263,0.889916,0.5625,Microscope
6264,0.875298,0.638978,Microscope
6265,0.756684,0.338762,Microscope
6266,0.543665,0.084416,Microscope
6267,0.812064,0.291139,Microscope
6268,0.654978,0.192233,Microscope
6269,0.776593,0.663968,Microscope
6270,0.033127,0.019845,Microscope
6271,0.0,0.0,Microscope
6272,0.0,0.0,Microscope
6273,0.00353,0.003182,Microscope
6274,0.0,0.0,Microscope
6275,0.732135,0.444062,Microscope
6276,0.718139,0.390158,Microscope
6277,0.627556,0.32,Microscope
6278,0.665854,0.282486,Microscope
6279,0.886435,0.296392,Microscope
6280,0.684685,0.341379,Microscope
6281,0.662681,0.152493,Microscope
6282,0.615499,0.043764,Microscope
6283,0.692578,0.075499,Microscope
6284,0.786804,0.100407,Microscope
6285,0.653894,0.129482,Microscope
6286,0.551927,0.037249,Microscope
6287,0.733872,0.177741,Microscope
6288,0.83728,0.047619,Microscope
6289,0.8,0.0,Microscope
6290,0.888025,0.318462,Microscope
6291,0.84517,0.230769,Microscope
6292,0.739686,0.035156,Microscope
6293,0.806504,0.093023,Microscope
6294,0.655292,0.01005,Microscope
6295,0.881016,0.331044,Microscope
6296,0.847168,0.05283,Microscope
6297,0.487311,0.015257,Microscope
6298,0.567772,0.026946,Microscope
6299,0.762961,0.059813,Microscope
6300,0.764541,0.0,Microscope
6301,0.768651,0.146568,Microscope
6302,0.628786,0.009328,Microscope
6303,0.793829,0.082212,Microscope
6304,0.680751,0.005425,Microscope
6305,0.637591,0.0,Microscope
6306,0.788437,0.189732,Microscope
6307,0.829292,0.116481,Microscope
6308,0.690188,0.033369,Microscope
6309,0.900378,0.092385,Microscope
6310,0.820796,0.087019,Microscope
6311,0.870538,0.010025,Microscope
6312,0.898875,0.295203,Microscope
6313,0.859802,0.051797,Microscope
6314,0.632877,0.083467,Microscope
6315,0.657612,0.049213,Microscope
6316,0.689504,0.038835,Microscope
6317,0.797874,0.0,Microscope
6318,0.526737,0.0,Microscope
6319,0.76904,0.0,Microscope
6320,0.740696,0.007916,Microscope
6321,0.846587,0.22118,Microscope
6322,0.783965,0.0,Microscope
6323,0.85754,0.139683,Microscope
6324,0.868055,0.362445,Microscope
6325,0.852159,0.108911,Microscope
6326,0.85768,0.010782,Microscope
6327,0.734617,0.020492,Microscope
6328,0.896303,0.1774,Microscope
6329,0.880883,0.053974,Microscope
6330,0.690405,0.041118,Microscope
6331,0.879086,0.071174,Microscope
6332,0.787849,0.636364,Microscope
6333,0.812267,0.201357,Microscope
6334,0.529958,0.144578,Microscope
6335,0.844112,0.120388,Microscope
6336,0.583745,0.064024,Microscope
6337,0.872838,0.093298,Microscope
6338,0.615514,0.009274,Microscope
6339,0.884104,0.037805,Microscope
6340,0.824012,0.0,Microscope
6341,0.863482,0.091352,Microscope
6342,0.853703,0.114407,Microscope
6343,0.814734,0.066763,Microscope
6344,0.902976,0.161972,Microscope
6345,0.920231,0.306065,Microscope
6346,0.843748,0.17541,Microscope
6347,0.776407,0.160558,Microscope
6348,0.908777,0.26826,Microscope
6349,0.561471,0.155102,Microscope
6350,0.802504,0.009923,Microscope
6351,0.774267,0.21732,Microscope
6352,0.606217,0.038265,Microscope
6353,0.78442,0.01335,Microscope
6354,0.763716,0.0,Microscope
6355,0.715524,0.044632,Microscope
6356,0.740679,0.19619,Microscope
6357,0.798154,0.015912,Microscope
6358,0.877337,0.126027,Microscope
6359,0.714229,0.0,Microscope
6360,0.808912,0.095349,Microscope
6361,0.744443,0.188006,Microscope
6362,0.747931,0.168142,Microscope
6363,0.822382,0.057276,Microscope
6364,0.691623,0.168508,Microscope
6365,0.801626,0.141463,Microscope
6366,0.797642,0.0,Microscope
6367,0.827982,0.10453,Microscope
6368,0.716251,0.284965,Microscope
6369,0.851118,0.148627,Microscope
6370,0.682416,0.063404,Microscope
6371,0.882854,0.659529,Microscope
6372,0.774071,0.018059,Microscope
6373,0.849509,0.093298,Microscope
6374,0.785836,0.181308,Microscope
6375,0.737561,0.0,Microscope
6376,0.823127,0.110059,Microscope
6377,0.729639,0.093651,Microscope
6378,0.67505,0.06383,Microscope
6379,0.797289,0.045221,Microscope
6380,0.712731,0.135714,Microscope
6381,0.837961,0.05,Microscope
6382,0.843234,0.0047,Microscope
6383,0.829535,0.0,Microscope
6384,0.839009,0.289474,Microscope
6385,0.788604,0.306028,Microscope
6386,0.773255,0.116688,Microscope
6387,0.803554,0.117276,Microscope
6388,0.829292,0.01534,Microscope
6389,0.816833,0.118577,Microscope
6390,0.760871,0.070787,Microscope
6391,0.452202,0.0,Microscope
6392,0.86094,0.184366,Microscope
6393,0.720263,0.10596,Microscope
6394,0.872502,0.168508,Microscope
6395,0.831751,0.01847,Microscope
6396,0.749447,0.042179,Microscope
6397,0.825675,0.0,Microscope
6398,0.770073,0.057637,Microscope
6399,0.881695,0.236427,Microscope
6400,0.683309,0.037241,Microscope
6401,0.615029,0.070866,Microscope
6402,0.799627,0.130199,Microscope
6403,0.741328,0.0,Microscope
6404,0.757353,0.0,Microscope
6405,0.797175,0.113798,Microscope
6406,0.835452,0.019231,Microscope
6407,0.879762,0.166667,Microscope
6408,0.592128,0.0,Microscope
6409,0.780192,0.230612,Microscope
6410,0.751916,0.058296,Microscope
6411,0.888144,0.144509,Microscope
6412,0.692191,0.0,Microscope
6413,0.678025,0.066561,Microscope
6414,0.673977,0.091603,Microscope
6415,0.772974,0.039024,Microscope
6416,0.715875,0.0,Microscope
6417,0.814712,0.053936,Microscope
6418,0.843509,0.093315,Microscope
6419,0.71976,0.186,Microscope
6420,0.810983,0.096491,Microscope
6421,0.898379,0.269755,Microscope
6422,0.172956,0.090909,Microscope
6423,0.720568,0.057421,Microscope
6424,0.892536,0.176378,Microscope
6425,0.819983,0.0,Microscope
6426,0.744945,0.205567,Microscope
6427,0.899642,0.091765,Microscope
6428,0.790781,0.139715,Microscope
6429,0.860432,0.0,Microscope
6430,0.744976,0.344902,Microscope
6431,0.564996,0.117845,Microscope
6432,0.538033,0.0,Microscope
6433,0.931412,0.395778,Microscope
6434,0.584102,0.056818,Microscope
6435,0.911851,0.350225,Microscope
6436,0.633275,0.068376,Microscope
6437,0.880014,0.342488,Microscope
6438,0.887197,0.07601,Microscope
6439,0.362138,0.082621,Microscope
6440,0.676313,0.091078,Microscope
6441,0.765591,0.045326,Microscope
6442,0.742908,0.0,Microscope
6443,0.859778,0.023179,Microscope
6444,0.793605,0.32902,Microscope
6445,0.877616,0.239295,Microscope
6446,0.826893,0.067344,Microscope
6447,0.819575,0.007614,Microscope
6448,0.796992,0.006279,Microscope
6449,0.675946,0.130357,Microscope
6450,0.300089,0.06639,Microscope
6451,0.289619,0.047382,Microscope
6452,0.817991,0.146002,Microscope
6453,0.900502,0.180539,Microscope
6454,0.766775,0.010899,Microscope
6455,0.832707,0.03172,Microscope
6456,0.870459,0.080624,Microscope
6457,0.466037,0.0,Microscope
6458,0.897741,0.404589,Microscope
6459,0.843405,0.094388,Microscope
6460,0.828757,0.084112,Microscope
6461,0.877762,0.232446,Microscope
6462,0.853281,0.0848,Microscope
6463,0.848658,0.231465,Microscope
6464,0.886752,0.201024,Microscope
6465,0.784582,0.0,Microscope
6466,0.876479,0.028226,Microscope
6467,0.850055,0.499203,Microscope
6468,0.703698,0.101432,Microscope
6469,0.734817,0.0,Microscope
6470,0.712491,0.10664,Microscope
6471,0.716214,0.0,Microscope
6472,0.787455,0.06734,Microscope
6473,0.768011,0.0,Microscope
6474,0.641339,0.038052,Microscope
6475,0.825921,0.19637,Microscope
6476,0.726305,0.0,Microscope
6477,0.664083,0.166307,Microscope
6478,0.578741,0.0,Microscope
6479,0.859365,0.147975,Microscope
6480,0.870102,0.038136,Microscope
6481,0.46196,0.016064,Microscope
6482,0.798986,0.360341,Microscope
6483,0.824967,0.080597,Microscope
6484,0.699069,0.136719,Microscope
6485,0.755142,0.066427,Microscope
6486,0.912693,0.385892,Microscope
6487,0.757262,0.0,Microscope
6488,0.855963,0.0,Microscope
6489,0.647128,0.058309,Microscope
6490,0.885534,0.12933,Microscope
6491,0.625275,0.25816,Microscope
6492,0.206706,0.170918,Microscope
6493,0.744439,0.577519,Microscope
6494,0.0,0.0,Microscope
6495,0.87102,0.345714,Microscope
6496,0.859679,0.241581,Microscope
6497,0.703837,0.294032,Microscope
6498,0.759176,0.364512,Microscope
6499,0.875812,0.508642,Microscope
6500,0.60085,0.407229,Microscope
6501,0.451118,0.403259,Microscope
6502,0.719779,0.408497,Microscope
6503,0.387561,0.151351,Microscope
6504,0.565861,0.07702,Microscope
6505,0.470895,0.263158,Microscope
6506,0.654925,0.095685,Microscope
6507,0.656833,0.0,Microscope
6508,0.74393,0.167339,Microscope
6509,0.631347,0.0,Microscope
6510,0.67123,0.0,Microscope
6511,0.412682,0.347826,Microscope
6512,0.733333,0.467606,Microscope
6513,0.629359,0.304239,Microscope
6514,0.85002,0.399707,Microscope
6515,0.814129,0.310413,Microscope
6516,0.573362,0.093506,Microscope
6517,0.859254,0.445476,Microscope
6518,0.451044,0.074236,Microscope
6519,0.818368,0.234354,Microscope
6520,0.779355,0.22695,Microscope
6521,0.811386,0.076786,Microscope
6522,0.858045,0.074499,Microscope
6523,0.524011,0.0,Microscope
6524,0.656606,0.063053,Microscope
6525,0.637131,0.0,Microscope
6526,0.745931,0.0,Microscope
6527,0.844269,0.144393,Microscope
6528,0.622004,0.0,Microscope
6529,0.64352,0.031898,Microscope
6530,0.844373,0.130282,Microscope
6531,0.768909,0.0,Microscope
6532,0.629752,0.0,Microscope
6533,0.766423,0.110919,Microscope
6534,0.869222,0.165698,Microscope
6535,0.718978,0.105651,Microscope
6536,0.755163,0.050089,Microscope
6537,0.634443,0.088365,Microscope
6538,0.68,0.034956,Microscope
6539,0.775089,0.104082,Microscope
6540,0.693393,0.0,Microscope
6541,0.607575,0.0,Microscope
6542,0.670426,0.110014,Microscope
6543,0.0,0.0,Microscope
6544,0.808005,0.00916,Microscope
6545,0.655022,0.0,Microscope
6546,0.72712,0.017751,Microscope
6547,0.870658,0.141049,Microscope
6548,0.826091,0.224953,Microscope
6549,0.80376,0.152395,Microscope
6550,0.718354,0.0,Microscope
6551,0.654352,0.106695,Microscope
6552,0.691059,0.367615,Microscope
6553,0.865482,0.118151,Microscope
6554,0.907142,0.336991,Microscope
6555,0.511028,0.012987,Microscope
6556,0.660065,0.083784,Microscope
6557,0.60274,0.0,Microscope
6558,0.760137,0.112523,Microscope
6559,0.821676,0.123269,Microscope
6560,0.719107,0.067442,Microscope
6561,0.768223,0.066095,Microscope
6562,0.744036,0.026667,Microscope
6563,0.760643,0.029412,Microscope
6564,0.804503,0.048443,Microscope
6565,0.790494,0.146341,Microscope
6566,0.796915,0.12481,Microscope
6567,0.782584,0.246548,Microscope
6568,0.855982,0.265774,Microscope
6569,0.58253,0.02963,Microscope
6570,0.719839,0.0,Microscope
6571,0.88808,0.058355,Microscope
6572,0.822047,0.189679,Microscope
6573,0.86629,0.1875,Microscope
6574,0.580381,0.0,Microscope
6575,0.900973,0.278912,Microscope
6576,0.665246,0.075594,Microscope
6577,0.726914,0.116927,Microscope
6578,0.841939,0.034529,Microscope
6579,0.783186,0.053333,Microscope
6580,0.474333,0.062147,Microscope
6581,0.756715,0.065523,Microscope
6582,0.863251,0.231861,Microscope
6583,0.770103,0.471455,Microscope
6584,0.917824,0.205882,Microscope
6585,0.800506,0.108303,Microscope
6586,0.799826,0.114105,Microscope
6587,0.658082,0.0,Microscope
6588,0.850966,0.075221,Microscope
6589,0.792918,0.0,Microscope
6590,0.875404,0.31044,Microscope
6591,0.724814,0.026854,Microscope
6592,0.848605,0.010417,Microscope
6593,0.708318,0.0,Microscope
6594,0.742031,0.045638,Microscope
6595,0.353523,0.0,Microscope
6596,0.741949,0.0,Microscope
6597,0.917872,0.44198,Microscope
6598,0.549833,0.327945,Microscope
6599,0.760718,0.21895,Microscope
6600,0.757437,0.041945,Microscope
6601,0.784611,0.0,Microscope
6602,0.683816,0.342205,Microscope
6603,0.870396,0.074525,Microscope
6604,0.848267,0.005479,Microscope
6605,0.706084,0.356659,Microscope
6606,0.602052,0.0,Microscope
6607,0.706466,0.0,Microscope
6608,0.789667,0.0,Microscope
6609,0.476065,0.0,Microscope
6610,0.703158,0.012285,Microscope
6611,0.820999,0.0,Microscope
6612,0.782619,0.011494,Microscope
6613,0.659859,0.0,Microscope
6614,0.554267,0.0,Microscope
6615,0.878079,0.331588,Microscope
6616,0.880576,0.209424,Microscope
6617,0.600245,0.0,Microscope
6618,0.838428,0.100509,Microscope
6619,0.654171,0.0,Microscope
6620,0.595308,0.0,Microscope
6621,0.896208,0.361675,Microscope
6622,0.901163,0.728261,Microscope
6623,0.863842,0.160572,Microscope
6624,0.720572,0.17232,Microscope
6625,0.703499,0.386946,Microscope
6626,0.722462,0.0,Microscope
6627,0.829472,0.115702,Microscope
6628,0.716307,0.089214,Microscope
6629,0.674548,0.051572,Microscope
6630,0.659855,0.0,Microscope
6631,0.896617,0.187418,Microscope
6632,0.897435,0.290773,Microscope
6633,0.73894,0.0,Microscope
6634,0.800966,0.0,Microscope
6635,0.773074,0.071429,Microscope
6636,0.831392,0.011173,Microscope
6637,0.890691,0.139073,Microscope
6638,0.846666,0.040336,Microscope
6639,0.663834,0.0,Microscope
6640,0.687997,0.069048,Microscope
6641,0.64001,0.022599,Microscope
6642,0.903759,0.428125,Microscope
6643,0.77945,0.025818,Microscope
6644,0.830776,0.007042,Microscope
6645,0.899548,0.355655,Microscope
6646,0.769231,0.00703,Microscope
6647,0.763128,0.130508,Microscope
6648,0.804687,0.0,Microscope
6649,0.702584,0.10971,Microscope
6650,0.909793,0.002697,Microscope
6651,0.668735,0.0,Microscope
6652,0.786358,0.062241,Microscope
6653,0.910209,0.296512,Microscope
6654,0.764196,0.167521,Microscope
6655,0.690673,0.0,Microscope
6656,0.681695,0.262102,Microscope
6657,0.566076,0.0,Microscope
6658,0.672279,0.0,Microscope
6659,0.612718,0.153713,Microscope
6660,0.631268,0.066741,Microscope
6661,0.777255,0.0,Microscope
6662,0.878801,0.144371,Microscope
6663,0.811366,0.070205,Microscope
6664,0.702282,0.002729,Microscope
6665,0.697852,0.0,Microscope
6666,0.852702,0.0,Microscope
6667,0.771554,0.061669,Microscope
6668,0.57964,0.0,Microscope
6669,0.576489,0.0,Microscope
6670,0.88157,0.0125,Microscope
6671,0.742157,0.098765,Microscope
6672,0.75561,0.0,Microscope
6673,0.667751,0.009358,Microscope
6674,0.873594,0.0,Microscope
6675,0.401919,0.112219,Microscope
6676,0.602742,0.0,Microscope
6677,0.859081,0.092971,Microscope
6678,0.811161,0.138489,Microscope
6679,0.61178,0.035503,Microscope
6680,0.843965,0.33634,Microscope
6681,0.921541,0.332875,Microscope
6682,0.62069,0.047315,Microscope
6683,0.765823,0.051078,Microscope
6684,0.765441,0.017699,Microscope
6685,0.740131,0.0,Microscope
6686,0.680745,0.0,Microscope
6687,0.682932,0.10533,Microscope
6688,0.856469,0.0,Microscope
6689,0.637426,0.06291,Microscope
6690,0.686859,0.0,Microscope
6691,0.759849,0.0,Microscope
6692,0.712573,0.0,Microscope
6693,0.422641,0.288,Microscope
6694,0.641723,0.0,Microscope
6695,0.683552,0.060556,Microscope
6696,0.685776,0.0,Microscope
6697,0.64147,0.054927,Microscope
6698,0.654985,0.016194,Microscope
6699,0.784341,0.011377,Microscope
6700,0.769177,0.015777,Microscope
6701,0.681311,0.0,Microscope
6702,0.74829,0.082707,Microscope
6703,0.768214,0.123288,Microscope
6704,0.700247,0.064045,Microscope
6705,0.773618,0.184211,Microscope
6706,0.852577,0.053165,Microscope
6707,0.665895,0.0,Microscope
6708,0.829027,0.125196,Microscope
6709,0.774872,0.020093,Microscope
6710,0.745326,0.0,Microscope
6711,0.793183,0.156863,Microscope
6712,0.650352,0.305322,Microscope
6713,0.440609,0.31185,Microscope
6714,0.812515,0.451389,Microscope
6715,0.538289,0.426035,Microscope
6716,0.718319,0.455975,Microscope
6717,0.92093,0.322635,Microscope
6718,0.595862,0.126498,Microscope
6719,0.836955,0.23399,Microscope
6720,0.522846,0.013598,Microscope
6721,0.436586,0.111111,Microscope
6722,0.650858,0.068182,Microscope
6723,0.469378,0.018237,Microscope
6724,0.571823,0.0,Microscope
6725,0.693468,0.085714,Microscope
6726,0.821032,0.008824,Microscope
6727,0.790782,0.0,Microscope
6728,0.822901,0.01844,Microscope
6729,0.876317,0.179487,Microscope
6730,0.720584,0.142512,Microscope
6731,0.896305,0.299763,Microscope
6732,0.851499,0.154237,Microscope
6733,0.79285,0.088312,Microscope
6734,0.560539,0.0,Microscope
6735,0.858285,0.078517,Microscope
6736,0.818539,0.019763,Microscope
6737,0.586035,0.0,Microscope
6738,0.859263,0.0,Microscope
6739,0.895379,0.547718,Microscope
6740,0.866242,0.295374,Microscope
6741,0.933366,0.739437,Microscope
6742,0.902516,0.567797,Microscope
6743,0.787493,0.229323,Microscope
6744,0.925106,0.665552,Microscope
6745,0.727575,0.179641,Microscope
6746,0.937352,0.815498,Microscope
6747,0.884549,0.655462,Microscope
6748,0.898636,0.588477,Microscope
6749,0.932229,0.695238,Microscope
6750,0.814105,0.269737,Microscope
6751,0.893065,0.428571,Microscope
6752,0.87767,0.42803,Microscope
6753,0.865705,0.529412,Microscope
6754,0.810364,0.226804,Microscope
6755,0.69427,0.033755,Microscope
6756,0.785526,0.395833,Microscope
6757,0.903623,0.360795,Microscope
6758,0.895447,0.760504,Microscope
6759,0.88477,0.528497,Microscope
6760,0.907519,0.44,Microscope
6761,0.900457,0.547718,Microscope
6762,0.85806,0.345992,Microscope
6763,0.951136,0.743869,Microscope
6764,0.914059,0.579505,Microscope
6765,0.927374,0.575658,Microscope
6766,0.907677,0.428571,Microscope
6767,0.834416,0.608911,Microscope
6768,0.821691,0.289037,Microscope
6769,0.969251,0.960212,Microscope
6770,0.911243,0.498294,Microscope
6771,0.531705,0.0,Microscope
6772,0.913982,0.610656,Microscope
6773,0.940205,0.571429,Microscope
6774,0.931247,0.787004,Microscope
6775,0.906745,0.457792,Microscope
6776,0.937725,0.693878,Microscope
6777,0.917048,0.828571,Microscope
6778,0.839428,0.207143,Microscope
6779,0.869153,0.487047,Microscope
6780,0.884313,0.610811,Microscope
6781,0.860037,0.285714,Microscope
6782,0.711409,0.636364,Microscope
6783,0.714364,0.015873,Microscope
6784,0.9468,0.785276,Microscope
6785,0.929225,0.641892,Microscope
6786,0.88145,0.371336,Microscope
6787,0.951383,0.819495,Microscope
6788,0.91738,0.635417,Microscope
6789,0.843162,0.333333,Microscope
6790,0.903359,0.488372,Microscope
6791,0.890363,0.469231,Microscope
6792,0.828324,0.513514,Microscope
6793,0.837588,0.149837,Microscope
6794,0.327791,0.269663,Microscope
6795,0.946439,0.748503,Microscope
6796,0.0,0.0,Microscope
6797,0.939355,0.751613,Microscope
6798,0.942769,0.794574,Microscope
6799,0.909731,0.568584,Microscope
6800,0.729356,0.180095,Microscope
6801,0.91124,0.52669,Microscope
6802,0.935565,0.684524,Microscope
6803,0.915018,0.590164,Microscope
6804,0.875888,0.682051,Microscope
6805,0.9143,0.558621,Microscope
6806,0.846184,0.45339,Microscope
6807,0.917631,0.594771,Microscope
6808,0.896818,0.616601,Microscope
6809,0.916067,0.393531,Microscope
6810,0.888454,0.580882,Microscope
6811,0.855593,0.360424,Microscope
6812,0.785359,0.229452,Microscope
6813,0.605217,0.211009,Microscope
6814,0.773788,0.291045,Microscope
6815,0.618935,0.114286,Microscope
6816,0.873259,0.517787,Microscope
6817,0.910297,0.698347,Microscope
6818,0.926082,0.696246,Microscope
6819,0.887312,0.504587,Microscope
6820,0.819572,0.520737,Microscope
6821,0.847768,0.532995,Microscope
6822,0.932793,0.795699,Microscope
6823,0.917001,0.624585,Microscope
6824,0.951498,0.846626,Microscope
6825,0.836591,0.111111,Microscope
6826,0.852459,0.434555,Microscope
6827,0.932107,0.846847,Microscope
6828,0.878676,0.550239,Microscope
6829,0.772676,0.35865,Microscope
6830,0.861699,0.464286,Microscope
6831,0.865463,0.391858,Microscope
6832,0.580392,0.033195,Microscope
6833,0.927121,0.563636,Microscope
6834,0.921255,0.452716,Microscope
6835,0.891855,0.514045,Microscope
6836,0.848176,0.545035,Microscope
6837,0.885211,0.74359,Microscope
6838,0.53206,0.247241,Microscope
6839,0.794471,0.324324,Microscope
6840,0.790874,0.287486,Microscope
6841,0.847272,0.191781,Microscope
6842,0.855919,0.038369,Microscope
6843,0.910246,0.289179,Microscope
6844,0.804035,0.035343,Microscope
6845,0.817111,0.019628,Microscope
6846,0.851642,0.420947,Microscope
6847,0.727512,0.0,Microscope
6848,0.640012,0.0,Microscope
6849,0.712069,0.093617,Microscope
6850,0.783942,0.353846,Microscope
6851,0.714017,0.013699,Microscope
6852,0.570956,0.0,Microscope
6853,0.825888,0.093318,Microscope
6854,0.640976,0.022272,Microscope
6855,0.829268,0.0,Microscope
6856,0.908605,0.325323,Microscope
6857,0.860379,0.065268,Microscope
6858,0.845176,0.087937,Microscope
6859,0.775127,0.042009,Microscope
6860,0.754282,0.0,Microscope
6861,0.660111,0.0,Microscope
6862,0.884267,0.117647,Microscope
6863,0.818891,0.216667,Microscope
6864,0.797945,0.054092,Microscope
6865,0.718282,0.045741,Microscope
6866,0.846638,0.413238,Microscope
6867,0.753814,0.041254,Microscope
6868,0.741283,0.0,Microscope
6869,0.730946,0.109626,Microscope
6870,0.617148,0.082383,Microscope
6871,0.772688,0.138333,Microscope
6872,0.635535,0.0,Microscope
6873,0.779953,0.106878,Microscope
6874,0.827516,0.0,Microscope
6875,0.7721,0.0,Microscope
6876,0.652082,0.066298,Microscope
6877,0.745883,0.016216,Microscope
6878,0.758784,0.0,Microscope
6879,0.739454,0.070658,Microscope
6880,0.775414,0.054993,Microscope
6881,0.819885,0.084337,Microscope
6882,0.769887,0.067,Microscope
6883,0.903696,0.411638,Microscope
6884,0.721115,0.061755,Microscope
6885,0.836704,0.05198,Microscope
6886,0.839844,0.0,Microscope
6887,0.774888,0.057108,Microscope
6888,0.828948,0.0,Microscope
6889,0.782042,0.0,Microscope
6890,0.785149,0.0,Microscope
6891,0.810719,0.094077,Microscope
6892,0.836066,0.017375,Microscope
6893,0.786358,0.023037,Microscope
6894,0.606757,0.0,Microscope
6895,0.81996,0.0,Microscope
6896,0.865764,0.237584,Microscope
6897,0.738312,0.0,Microscope
6898,0.722824,0.0,Microscope
6899,0.784302,0.0,Microscope
