image_idx,DSC_metric,NSD_metric
2466,0.986439,0.973505
2467,0.98873,0.932123
2468,0.985066,0.869128
2469,0.983205,1.0
2470,0.98322,0.991367
2471,0.987433,0.958195
2472,0.886418,0.589681
2473,0.967543,0.855326
2474,0.823575,0.525735
2475,0.963956,0.953781
2476,0.989053,0.925889
2477,0.974414,0.83715
2478,0.990211,0.94802
2479,0.988559,0.987952
2480,0.808399,0.244039
2481,0.985106,0.931803
2482,0.958228,0.938889
2483,0.98542,0.962169
2484,0.965251,0.813711
2485,0.949875,0.860952
2486,0.685325,0.547074
2487,0.932289,0.859813
2488,0.98842,1.0
2489,0.977666,0.860914
2490,0.97069,0.866295
2491,0.977145,0.845865
2492,0.959974,0.75
2493,0.973977,0.85769
2494,0.988283,0.9439
2495,0.991179,0.982792
2496,0.982768,0.923326
2497,0.984309,0.912781
2498,0.826603,0.446903
2499,0.892973,0.64
2500,0.972716,0.908078
2501,0.880605,0.70098
2502,0.989742,0.939525
2503,0.990497,0.982846
2504,0.972898,0.734228
2505,0.986052,0.925234
2506,0.986103,0.958914
2507,0.888,0.724409
2508,0.979384,0.93578
2509,0.987367,0.964632
2510,0.991569,1.0
2511,0.95453,0.816392
2512,0.912174,0.84585
2513,0.955077,0.787535
2514,0.746796,0.310924
2515,0.989526,0.963286
2516,0.952822,0.894444
2517,0.983636,1.0
2518,0.989706,0.902706
2519,0.981285,0.880072
2520,0.980521,0.892989
2521,0.950807,0.947811
2522,0.95161,0.759116
2523,0.987819,0.914194
2524,0.894624,0.676182
2525,0.973195,0.967054
2526,0.985132,0.956391
2527,0.984268,0.985933
2528,0.988931,0.966156
2529,0.859858,0.63286
2530,0.96862,0.889693
2531,0.988115,0.954271
2532,0.932142,0.538286
2533,0.986042,0.92905
2534,0.985743,0.959908
2535,0.984357,0.887263
2536,0.917049,0.784703
2537,0.945799,0.783664
2538,0.992493,0.979234
2539,0.524342,0.394578
2540,0.962174,0.849722
2541,0.959184,0.853516
2542,0.990807,0.932248
2543,0.947638,0.771901
2544,0.977537,0.953571
2545,0.988786,0.946237
2546,0.979741,0.92
2547,0.991019,0.965223
2548,0.977388,0.902041
2549,0.98027,0.820014
2550,0.984227,0.950207
2551,0.986434,0.932653
2552,0.98377,0.880698
2553,0.988241,0.896444
2554,0.966126,0.873614
2555,0.986374,0.95658
2556,0.985073,0.997619
2557,0.987298,0.960968
2558,0.954485,0.927948
2559,0.98387,0.948936
2560,0.959674,0.740982
2561,0.985063,0.991857
2562,0.987636,0.994236
2563,0.961892,0.88716
2564,0.988109,1.0
2565,0.980873,0.913449
2566,0.9518,0.881443
2567,0.984619,0.927161
2568,0.990305,0.956044
2569,0.989872,0.980354
2570,0.992052,0.991299
2571,0.939371,0.857664
2572,0.923483,0.883212
2573,0.975643,0.954939
2574,0.903913,0.698337
2575,0.837724,0.553279
2576,0.980051,0.870159
2577,0.912792,0.70195
2578,0.988179,0.965969
2579,0.949756,0.804009
2580,0.988584,0.959184
2581,0.975044,0.800253
2582,0.990548,0.968504
2583,0.858609,0.135548
2584,0.688761,0.108611
2585,0.836903,0.0
2586,0.987999,0.955324
2587,0.951826,0.95302
2588,0.932985,0.849476
2589,0.958945,0.840959
2590,0.990691,0.905628
2591,0.980013,0.842025
2592,0.989215,0.951648
2593,0.973448,0.904211
2594,0.984796,0.919463
2595,0.778861,0.548763
2596,0.975071,0.714174
2597,0.985563,0.953165
2598,0.990758,0.986905
2599,0.977917,0.826625
2600,0.967292,0.816919
2601,0.986306,0.97648
2602,0.984447,0.906648
2603,0.990136,0.979427
2604,0.983702,0.923611
2605,0.979335,0.957265
2606,0.906946,0.801775
2607,0.983777,1.0
2608,0.970692,1.0
2609,0.98373,0.983409
2610,0.958967,0.927536
2611,0.974482,0.918228
2612,0.975426,1.0
2613,0.982731,0.914539
2614,0.986425,0.984615
2615,0.988573,0.893526
2616,0.975322,0.891921
2617,0.98877,0.937202
2618,0.988688,0.945286
2619,0.987073,0.974784
2620,0.893685,0.769634
2621,0.981443,0.981258
2622,0.990945,0.941327
2623,0.808165,0.481848
2624,0.957457,0.699353
2625,0.990366,0.921197
2626,0.878427,0.635514
2627,0.969227,0.882998
2628,0.988146,0.901748
2629,0.98454,0.980185
2630,0.982883,0.904255
2631,0.991098,1.0
2632,0.985161,0.905193
2633,0.913551,0.75
2634,0.987422,0.924841
2635,0.989185,0.941001
2636,0.990412,0.990506
2637,0.986221,0.932527
2638,0.990381,0.989247
2639,0.980122,0.868505
2640,0.991784,1.0
2641,0.987232,0.961273
2642,0.977435,0.990933
2643,0.98735,0.874066
2644,0.981003,0.860816
2645,0.987828,0.936942
2646,0.985689,1.0
2647,0.779105,0.203956
2648,0.853295,0.15048
2649,0.909241,0.153927
2650,0.990157,0.972546
2651,0.972988,0.917333
2652,0.540346,0.127319
2653,0.254503,0.234332
2654,0.970374,0.718826
2655,0.98599,1.0
2656,0.937185,0.837838
2657,0.960855,0.709172
2658,0.940219,0.915966
2659,0.787653,0.443478
2660,0.989292,0.945312
2661,0.992508,1.0
2662,0.991116,0.960409
2663,0.986742,0.95907
2664,0.990465,0.923645
2665,0.979306,0.83181
2666,0.991752,0.939276
2667,0.980345,0.827119
2668,0.991859,0.975595
2669,0.986194,0.950775
2670,0.98773,1.0
2671,0.932069,0.825243
2672,0.935214,0.844186
2673,0.969232,0.71752
2674,0.954056,0.888889
2675,0.919201,0.707992
2676,0.841537,0.70989
2677,0.974152,0.906294
2678,0.968095,0.771181
2679,0.647773,0.26178
2680,0.934631,0.632822
2681,0.987212,0.930403
2682,0.862493,0.802469
2683,0.964751,0.836826
2684,0.896552,0.705508
2685,0.899004,0.789831
2686,0.986708,0.957216
2687,0.990002,0.995169
2688,0.980491,0.992593
2689,0.979139,0.87462
2690,0.975576,0.859627
2691,0.979893,0.844903
2692,0.783905,0.782396
2693,0.986956,0.99446
2694,0.99044,0.972163
2695,0.990216,0.994962
2696,0.992062,0.989776
2697,0.97287,0.86742
2698,0.990376,0.969925
2699,0.986422,0.970167
2700,0.990666,0.940912
2701,0.968041,0.813559
2702,0.99117,0.984952
2703,0.904014,0.738971
2704,0.979289,0.977586
2705,0.897416,0.694954
2706,0.901837,0.793594
2707,0.980942,0.885033
2708,0.845293,0.507916
2709,0.981932,1.0
2710,0.988742,0.937381
2711,0.988221,0.940231
2712,0.991616,0.948849
2713,0.986519,0.900528
2714,0.983049,0.858304
2715,0.967541,0.944573
2716,0.990097,0.967213
2717,0.976255,0.915567
2718,0.988147,0.978445
2719,0.987527,0.973422
2720,0.943472,0.925352
2721,0.979703,0.840316
2722,0.987814,0.958884
2723,0.961328,0.868972
2724,0.987365,0.960052
2725,0.990943,1.0
2726,0.990119,0.891529
2727,0.973274,0.810447
2728,0.987886,0.92798
2729,0.919066,0.821942
2730,0.946892,0.844068
2731,0.98837,0.925301
2732,0.976881,0.855448
2733,0.990397,0.974827
2734,0.939364,0.815115
2735,0.983729,1.0
2736,0.978148,0.865672
2737,0.958849,0.929919
2738,0.977191,0.997748
2739,0.974707,0.994118
2740,0.991612,0.942529
2741,0.975485,0.90791
2742,0.970896,0.799034
2743,0.898957,0.564706
2744,0.962318,0.924028
2745,0.983806,0.919868
2746,0.982667,0.793682
2747,0.886651,0.439516
2748,0.947089,0.800446
2749,0.943805,0.731959
2750,0.973332,0.926724
2751,0.936864,0.790441
2752,0.989054,0.99375
2753,0.956046,0.926056
2754,0.988632,0.964337
2755,0.986239,0.938727
2756,0.989271,0.971384
2757,0.947862,0.054695
2758,0.863248,0.721212
2759,0.931989,0.016608
2760,0.874754,0.0
2761,0.849092,0.0
2762,0.935043,0.0
2763,0.961533,0.708899
2764,0.900277,0.0
2765,0.625889,0.0
2766,0.904291,0.088717
2767,0.920979,0.025916
2768,0.873388,0.0
2769,0.872353,0.0
2770,0.858046,0.0
2771,0.948868,0.036368
2772,0.854734,0.012778
2773,0.898206,0.027089
2774,0.831026,0.0
2775,0.881543,0.0
2776,0.867328,0.0
2777,0.959261,0.00676
2778,0.948173,0.072686
2779,0.803811,0.0
2780,0.855304,0.0
2781,0.925295,0.114413
2782,0.945425,0.063553
2783,0.817431,0.247191
2784,0.857905,0.006579
2785,0.93327,0.002941
2786,0.935846,0.50625
2787,0.883815,0.097118
2788,0.863831,0.000784
2789,0.830899,0.057971
2790,0.965587,0.143072
2791,0.887015,0.002472
2792,0.921068,0.008492
2793,0.884623,0.0
2794,0.959262,0.005137
2795,0.939864,0.011614
2796,0.869152,0.0
2797,0.926202,0.00903
2798,0.894047,0.009877
2799,0.937642,0.0
2800,0.932479,0.005587
2801,0.973537,0.446616
2802,0.897662,0.071796
2803,0.974397,0.466784
2804,0.867561,0.007251
2805,0.907154,0.0
2806,0.885607,0.0
2807,0.857433,0.0
2808,0.966669,0.236719
2809,0.81332,0.0
2810,0.971948,0.296316
2811,0.865042,0.0
2812,0.9233,0.0
2813,0.79196,0.035235
2814,0.915643,0.00789
2815,0.980434,0.118509
2816,0.831164,0.016053
2817,0.976924,0.378938
2818,0.950153,0.04385
2819,0.932994,0.098472
2820,0.906746,0.166416
2821,0.921313,0.093727
2822,0.837396,0.007325
2823,0.981258,0.775253
2824,0.983114,0.810345
2825,0.980709,0.722175
2826,0.969531,0.420317
2827,0.97763,0.783784
2828,0.964173,0.7344
2829,0.969015,0.544346
2830,0.967159,0.69484
2831,0.98004,0.628757
2832,0.97723,0.6143
2833,0.920806,0.38843
2834,0.962694,0.384615
2835,0.980115,0.745325
2836,0.969609,0.490446
2837,0.986236,0.991018
2838,0.945034,0.712846
2839,0.932641,0.557895
2840,0.893801,0.685629
2841,0.977625,0.599149
2842,0.900735,0.602837
2843,0.948902,0.725572
2844,0.953384,0.456103
2845,0.95722,0.498805
2846,0.978232,0.683086
2847,0.957938,0.875676
2848,0.980982,0.74122
2849,0.958864,0.854795
2850,0.984219,0.905286
2851,0.975215,0.63015
2852,0.964976,0.556854
2853,0.976296,0.681076
2854,0.985349,0.84538
2855,0.979508,0.729448
2856,0.881415,0.492754
2857,0.950262,0.901639
2858,0.944983,0.784946
2859,0.739202,0.0
2860,0.977914,0.607897
2861,0.975382,0.67773
2862,0.971673,0.622723
2863,0.98114,0.76352
2864,0.949256,0.656566
2865,0.984534,0.823285
2866,0.984043,0.864537
2867,0.970628,0.609967
2868,0.98186,0.827068
2869,0.637467,0.36036
2870,0.965019,0.478782
2871,0.97857,0.628895
2872,0.96618,0.98063
2873,0.944462,0.781421
2874,0.863316,0.592025
2875,0.885854,0.367174
2876,0.967558,0.644954
2877,0.966267,0.93956
2878,0.981533,0.715628
2879,0.969508,0.84739
2880,0.981463,0.736577
2881,0.933841,0.587234
2882,0.982916,0.8288
2883,0.973027,0.569027
2884,0.977804,0.922027
2885,0.98509,0.850667
2886,0.951813,0.684116
2887,0.980883,0.680927
2888,0.975047,0.619898
2889,0.977013,0.530277
2890,0.988299,0.896209
2891,0.984331,0.842779
2892,0.968099,0.484848
2893,0.968516,0.459693
2894,0.980222,0.732126
2895,0.971076,0.694268
2896,0.979625,0.770718
2897,0.944515,0.680307
2898,0.917186,0.723744
2899,0.97771,0.573254
2900,0.980893,0.693111
2901,0.985408,0.903515
2902,0.982299,0.739431
2903,0.926278,0.554241
2904,0.977231,0.692877
2905,0.965341,0.948229
2906,0.811083,0.331984
2907,0.94338,0.121683
2908,0.979267,0.78341
2909,0.980511,0.69337
2910,0.96842,0.393778
2911,0.962928,0.893733
2912,0.960482,0.747967
2913,0.975477,0.604211
2914,0.981785,0.776606
2915,0.975845,0.659555
2916,0.969367,0.902743
2917,0.977542,0.87187
2918,0.983392,0.818182
2919,0.927758,0.46114
2920,0.984195,0.723164
2921,0.926507,0.727723
2922,0.976517,0.702355
2923,0.925734,0.722101
2924,0.955758,0.574654
2925,0.9773,0.757746
2926,0.975584,0.871951
2927,0.823386,0.128514
2928,0.956095,0.858667
2929,0.971898,0.652954
2930,0.981328,0.679965
2931,0.975666,0.644148
2932,0.968724,0.593886
2933,0.984897,0.855194
2934,0.86737,0.369272
2935,0.910875,0.407643
2936,0.973881,0.716852
2937,0.979331,0.714692
2938,0.961007,0.535278
2939,0.978191,0.727866
2940,0.947955,0.631285
2941,0.508039,0.456522
2942,0.960833,0.600884
2943,0.970128,0.634752
2944,0.980032,0.921899
2945,0.974752,0.573209
2946,0.978557,0.784038
2947,0.937228,0.583682
2948,0.943303,0.74537
2949,0.977968,0.615717
2950,0.928177,0.565273
2951,0.900638,0.4925
2952,0.889652,0.534989
2953,0.97997,0.677996
2954,0.976716,0.909091
2955,0.977365,0.719001
2956,0.934555,0.72549
2957,0.959789,0.425278
2958,0.95337,0.697306
2959,0.979367,0.899399
2960,0.980742,0.698642
2961,0.984869,0.848197
2962,0.979558,0.664985
2963,0.974069,0.653423
2964,0.974226,0.715328
2965,0.974943,0.605428
2966,0.976183,0.609895
2967,0.979527,0.644312
2968,0.975739,0.836571
2969,0.978708,0.728302
2970,0.921443,0.653165
2971,0.945576,0.81694
2972,0.914567,0.143369
2973,0.896174,0.63113
2974,0.968827,0.969529
2975,0.980519,0.764271
2976,0.98204,0.738501
2977,0.893183,0.548303
2978,0.971426,0.860606
2979,0.980985,0.737436
2980,0.966864,0.908416
2981,0.977185,0.762577
2982,0.95776,0.824658
2983,0.979978,0.760812
2984,0.963078,0.640138
2985,0.913855,0.659142
2986,0.941034,0.636364
2987,0.576756,0.466321
2988,0.952788,0.820937
2989,0.980448,0.740061
2990,0.952089,0.604262
2991,0.863932,0.32287
2992,0.971221,0.674797
2993,0.976154,0.707981
2994,0.967722,0.96477
2995,0.954378,0.6875
2996,0.881634,0.235294
2997,0.976723,0.880177
2998,0.955306,0.610811
2999,0.979958,0.703509
3000,0.975665,0.65792
3001,0.968963,0.713099
3002,0.969507,0.4641
3003,0.951515,0.477612
3004,0.976451,0.633503
3005,0.983078,0.842916
3006,0.981171,0.795821
3007,0.982659,0.812295
3008,0.979237,0.708036
3009,0.971426,0.696262
3010,0.973868,0.55726
3011,0.983533,0.757216
3012,0.979967,0.707411
3013,0.974481,0.721154
3014,0.965685,0.89011
3015,0.980851,0.70822
3016,0.948591,0.74221
3017,0.954425,0.720721
3018,0.950065,0.583658
3019,0.974948,0.61987
3020,0.950809,0.828169
3021,0.97762,0.598472
3022,0.968091,0.585675
3023,0.9082,0.281049
3024,0.569445,0.0
3025,0.969166,0.381962
3026,0.716963,0.0
3027,0.973368,0.47807
3028,0.976474,0.473739
3029,0.971109,0.409406
3030,0.983295,0.576959
3031,0.544047,0.0
3032,0.972196,0.288398
3033,0.974738,0.902418
3034,0.971419,0.938824
3035,0.980063,0.919169
3036,0.991282,0.938162
3037,0.931076,0.68254
3038,0.932632,0.699374
3039,0.97491,0.963158
3040,0.975467,0.904714
3041,0.889314,0.802632
3042,0.90572,0.690432
3043,0.896916,0.622222
3044,0.913509,0.676871
3045,0.992882,1.0
3046,0.94765,0.779886
3047,0.893295,0.584034
3048,0.47995,0.390244
3049,0.984583,0.969863
3050,0.925417,0.899183
3051,0.936588,0.916409
3052,0.979131,0.633445
3053,0.982332,0.967901
3054,0.947788,0.913495
3055,0.9101,0.585239
3056,0.912758,0.748918
3057,0.776363,0.46875
3058,0.989362,1.0
3059,0.930759,0.909091
3060,0.977477,0.938947
3061,0.96643,0.981707
3062,0.850109,0.814714
3063,0.962845,0.963415
3064,0.985006,0.997587
3065,0.967857,0.995413
3066,0.972843,0.98556
3067,0.928106,0.776699
3068,0.973792,0.920591
3069,0.971986,0.937956
3070,0.989603,0.85248
3071,0.954029,0.592834
3072,0.988209,1.0
3073,0.976126,0.714221
3074,0.896347,0.34466
3075,0.989008,0.84288
3076,0.938658,0.433661
3077,0.968801,0.876174
3078,0.941438,0.865613
3079,0.977282,0.89879
3080,0.932617,0.78355
3081,0.989542,0.80499
3082,0.922514,0.867647
3083,0.880753,0.526582
3084,0.898097,0.575966
3085,0.943193,0.807377
3086,0.85558,0.613636
3087,0.840475,0.406504
3088,0.967638,0.772263
3089,0.937976,0.818182
3090,0.981331,1.0
3091,0.914393,0.962791
3092,0.938232,0.878453
3093,0.987222,0.980072
3094,0.975158,0.632822
3095,0.988411,0.80833
3096,0.925691,0.700148
3097,0.98027,0.901926
3098,0.963673,0.827723
3099,0.984343,0.803285
3100,0.97055,0.699394
3101,0.946211,0.741573
3102,0.990339,0.987558
3103,0.991288,0.976617
3104,0.911999,0.522202
3105,0.594595,0.395122
3106,0.874301,0.548673
3107,0.980091,0.670621
3108,0.706284,0.167464
3109,0.975977,0.732802
3110,0.973071,0.863139
3111,0.905564,0.738693
3112,0.965369,0.902072
3113,0.986073,0.943775
3114,0.990013,1.0
3115,0.884348,0.729323
3116,0.97554,0.719919
3117,0.976629,0.829348
3118,0.844065,0.317647
3119,0.963338,0.711802
3120,0.361374,0.268817
3121,0.836493,0.534314
3122,0.917318,0.415929
3123,0.986056,1.0
3124,0.948963,0.962264
3125,0.957128,0.969925
3126,0.988358,0.8949
3127,0.882317,0.373737
3128,0.751304,0.542056
3129,0.846719,0.441441
3130,0.989396,0.945437
3131,0.813154,0.54833
3132,0.91225,0.728261
3133,0.975656,0.956818
3134,0.977586,0.996564
3135,0.952245,0.997253
3136,0.979727,1.0
3137,0.99089,1.0
3138,0.919071,0.741573
3139,0.987414,0.988263
3140,0.970611,0.873418
3141,0.986847,0.837902
3142,0.964993,0.656848
3143,0.986422,0.990909
3144,0.976317,1.0
3145,0.971539,0.931884
3146,0.913778,0.688571
3147,0.928108,0.571001
3148,0.976044,0.946667
3149,0.988906,0.862215
3150,0.977964,0.817964
3151,0.982091,0.984871
3152,0.925394,0.785714
3153,0.939759,0.741313
3154,0.987701,0.835035
3155,0.8946,0.571429
3156,0.938491,0.652456
3157,0.985728,0.965354
3158,0.910831,0.826291
3159,0.989999,0.926844
3160,0.949279,0.811189
3161,0.976264,0.997268
3162,0.992041,0.994541
3163,0.956964,0.964664
3164,0.779412,0.470504
3165,0.984881,0.991438
3166,0.961932,0.926829
3167,0.971353,0.868385
3168,0.95234,0.993548
3169,0.913043,0.807927
3170,0.963072,0.597523
3171,0.98789,0.947739
3172,0.970331,0.938272
3173,0.977938,0.905956
3174,0.954438,0.89243
3175,0.955207,0.547392
3176,0.856606,0.278581
3177,0.984341,0.767599
3178,0.985667,0.98133
3179,0.962438,0.85594
3180,0.943795,0.820244
3181,0.975637,0.883142
3182,0.988076,0.965476
3183,0.986617,1.0
3184,0.990688,0.975225
3185,0.93361,0.686347
3186,0.959896,0.791579
3187,0.905569,0.809179
3188,0.967641,0.980159
3189,0.984862,0.954845
3190,0.977167,0.98427
3191,0.99078,1.0
3192,0.985952,0.979167
3193,0.945073,0.803695
3194,0.989373,0.96635
3195,0.842304,0.683824
3196,0.948957,0.774446
3197,0.75426,0.355263
3198,0.902266,0.526316
3199,0.60745,0.211813
3200,0.993052,0.867144
3201,0.917169,0.443231
3202,0.990703,0.98374
3203,0.945385,0.85
3204,0.986451,0.914634
3205,0.937261,0.800866
3206,0.98461,0.792714
3207,0.859967,0.290809
3208,0.941598,0.346292
3209,0.877679,0.224227
3210,0.988305,0.843003
3211,0.958557,0.760077
3212,0.986006,0.962406
3213,0.937505,0.655718
3214,0.920234,0.793734
3215,0.933213,0.731013
3216,0.973938,0.830443
3217,0.698925,0.090909
3218,0.982138,0.939614
3219,0.964809,0.555622
3220,0.987631,0.924477
3221,0.965031,0.904858
3222,0.969494,0.778536
3223,0.902125,0.667598
3224,0.893981,0.48249
3225,0.92216,0.531585
3226,0.015793,0.186373
3227,0.98764,0.965167
3228,0.978224,0.941495
3229,0.986732,1.0
3230,0.984675,0.844545
3231,0.924062,0.490816
3232,0.945182,0.534247
3233,0.982442,0.990074
3234,0.950062,0.779043
3235,0.933539,0.768029
3236,0.917796,0.696667
3237,0.827367,0.386076
3238,0.98774,0.963904
3239,0.950627,0.850318
3240,0.971961,0.879475
3241,0.952043,0.81701
3242,0.9918,1.0
3243,0.987335,0.969388
3244,0.985151,1.0
3245,0.971255,0.854406
3246,0.986879,0.984542
3247,0.959499,0.652352
3248,0.919951,0.504762
3249,0.985778,0.935169
3250,0.964525,0.915094
3251,0.985404,1.0
3252,0.983522,0.933047
3253,0.924989,0.552209
3254,0.97274,0.993651
3255,0.960249,0.460203
3256,0.97142,0.908019
3257,0.939839,0.91
3258,0.929508,0.838583
3259,0.992243,1.0
3260,0.979998,0.963203
3261,0.988013,1.0
3262,0.925994,0.956621
3263,0.989149,0.987696
3264,0.944714,0.869888
3265,0.994039,1.0
3266,0.983263,0.928261
3267,0.960652,0.923684
3268,0.463256,0.359848
3269,0.985688,0.912383
3270,0.944507,0.94186
3271,0.923554,0.485653
3272,0.983482,0.868924
3273,0.942283,0.831522
3274,0.902412,0.572146
3275,0.954364,0.8275
3276,0.739091,0.446309
3277,0.98213,0.792969
3278,0.984029,1.0
3279,0.898246,0.803109
3280,0.975764,0.716127
3281,0.90598,0.482107
3282,0.977018,0.84425
3283,0.885762,0.482143
3284,0.935154,0.831461
3285,0.99298,0.91875
3286,0.984128,0.893711
3287,0.980345,0.680128
3288,0.977141,0.806701
3289,0.954086,0.9
3290,0.982042,0.834987
3291,0.97624,0.91517
3292,0.956741,0.741044
3293,0.978525,0.873524
3294,0.899074,0.282937
3295,0.518626,0.204724
3296,0.987759,0.957198
3297,0.981503,1.0
3298,0.98211,0.756061
3299,0.91921,0.68
3300,0.967321,0.842857
3301,0.468958,0.073171
3302,0.990662,0.975454
3303,0.843238,0.570093
3304,0.988458,1.0
3305,0.939186,0.834467
3306,0.873794,0.483471
3307,0.981854,0.941677
3308,0.979306,0.986348
3309,0.974493,0.844961
3310,0.898195,0.709677
3311,0.985594,0.970811
3312,0.959321,0.956835
3313,0.985032,0.935824
3314,0.928836,0.622177
3315,0.936858,0.614737
3316,0.678288,0.341463
3317,0.863874,0.465714
3318,0.986608,0.978046
3319,0.97421,1.0
3320,0.978549,0.947034
3321,0.952703,0.90051
3322,0.969782,0.977099
3323,0.976838,0.940621
3324,0.955842,0.980645
3325,0.991209,0.998677
3326,0.96788,0.965087
3327,0.976698,0.946809
3328,0.937088,0.956989
3329,0.981877,0.806793
3330,0.948589,0.694974
3331,0.908453,0.394788
3332,0.967398,0.679856
3333,0.981259,0.931003
3334,0.970834,0.87907
3335,0.955204,0.828571
3336,0.986211,0.88343
3337,0.8872,0.823529
3338,0.934778,0.83263
3339,0.95438,0.692423
3340,0.807732,0.286611
3341,0.981017,1.0
3342,0.982656,0.963554
3343,0.983202,0.909986
3344,0.989665,1.0
3345,0.985822,0.97973
3346,0.984311,0.950222
3347,0.95981,0.986877
3348,0.938472,0.849802
3349,0.977347,0.861502
3350,0.777891,0.372308
3351,0.985364,0.827644
3352,0.98346,0.997904
3353,0.938448,0.841226
3354,0.952851,0.622542
3355,0.94851,0.534921
3356,0.904333,0.465201
3357,0.986717,0.958665
3358,0.981266,0.872662
3359,0.961553,0.88587
3360,0.980672,0.886117
3361,0.949609,0.832143
3362,0.990961,1.0
3363,0.971607,0.989209
3364,0.980084,0.785929
3365,0.928531,0.692708
3366,0.806187,0.207418
3367,0.957727,0.643211
3368,0.734277,0.159686
3369,0.988561,0.949948
3370,0.95087,0.81854
3371,0.937832,0.866667
3372,0.99016,0.983402
3373,0.952234,0.855385
3374,0.989499,1.0
3375,0.954584,0.909548
3376,0.986361,1.0
3377,0.973879,1.0
3378,0.983574,0.993559
3379,0.908141,0.89635
3380,0.979187,1.0
3381,0.822862,0.78135
3382,0.988021,0.968992
3383,0.982312,0.97271
3384,0.978091,1.0
3385,0.981125,0.982315
3386,0.899012,0.867692
3387,0.989705,0.835106
3388,0.970891,0.931429
3389,0.969246,0.639258
3390,0.982162,0.868526
3391,0.990937,0.990862
3392,0.934802,0.907246
3393,0.987442,0.893882
3394,0.860715,0.289474
3395,0.955212,0.776081
3396,0.987672,0.965891
3397,0.799333,0.719512
3398,0.971771,0.844479
3399,0.904801,0.681661
3400,0.929206,0.748201
3401,0.989057,0.99639
3402,0.769104,0.606936
3403,0.937025,0.853186
3404,0.976673,0.874915
3405,0.961606,0.806122
3406,0.90743,0.550218
3407,0.949893,0.706697
3408,0.8697,0.550162
3409,0.964388,0.829442
3410,0.925302,0.777533
3411,0.964066,0.850431
3412,0.970819,0.919588
3413,0.985218,0.980099
3414,0.934157,0.739496
3415,0.982814,0.905724
3416,0.838004,0.625387
3417,0.982596,1.0
3418,0.986603,0.991922
3419,0.948976,0.968391
3420,0.985945,0.846361
3421,0.945471,0.924198
3422,0.934839,0.465288
3423,0.976216,0.831823
3424,0.83432,0.367758
3425,0.982813,0.97205
3426,0.915123,0.777778
3427,0.991486,0.857654
3428,0.881846,0.41349
3429,0.986871,1.0
3430,0.935412,0.934091
3431,0.988296,1.0
3432,0.96292,0.749503
3433,0.944127,0.613569
3434,0.931174,0.841317
3435,0.915897,0.643238
3436,0.982541,0.973881
3437,0.818432,0.386982
3438,0.931164,0.847199
3439,0.990674,1.0
3440,0.982469,0.996337
3441,0.740484,0.525952
3442,0.813661,0.640333
3443,0.981874,0.890909
3444,0.930201,0.839757
3445,0.797479,0.133443
3446,0.956269,0.678315
3447,0.863436,0.579418
3448,0.983485,0.966667
3449,0.910256,0.823799
3450,0.931176,0.854
3451,0.924904,0.808581
3452,0.990486,0.975879
3453,0.972596,0.985348
3454,0.991447,0.998968
3455,0.929084,0.76
3456,0.947022,0.894515
3457,0.987055,0.972727
3458,0.947526,0.981203
3459,0.96814,0.910714
3460,0.979848,1.0
3461,0.92812,0.84669
3462,0.780033,0.356383
3463,0.987485,0.683705
3464,0.849079,0.478632
3465,0.988279,1.0
3466,0.94,0.980044
3467,0.954432,0.992925
3468,0.983861,0.905612
3469,0.937076,0.804124
3470,0.903333,0.748004
3471,0.93918,0.772727
3472,0.983468,0.952118
3473,0.916706,0.678435
3474,0.980583,0.963783
3475,0.818951,0.350074
3476,0.983313,0.989024
3477,0.928223,0.667276
3478,0.96197,0.980545
3479,0.979652,0.97035
3480,0.88291,0.48
3481,0.909784,0.672727
3482,0.865172,0.479574
3483,0.766701,0.544601
3484,0.935035,0.864389
3485,0.80091,0.453488
3486,0.982133,0.902554
3487,0.951055,0.854167
3488,0.973609,0.908163
3489,0.987678,0.9213
3490,0.908275,0.783985
3491,0.901482,0.615491
3492,0.850746,0.476266
3493,0.846251,0.426009
3494,0.987917,0.856919
3495,0.908973,0.403732
3496,0.934585,0.808081
3497,0.985424,0.991853
3498,0.910619,0.85061
3499,0.921642,0.815249
3500,0.637616,0.481994
3501,0.985452,1.0
3502,0.944298,0.828909
3503,0.887749,0.523438
3504,0.739003,0.39267
3505,0.98826,0.921277
3506,0.972263,0.976077
3507,0.971478,0.884532
3508,0.975875,0.99308
3509,0.93401,0.961832
3510,0.975765,1.0
3511,0.97648,0.675124
3512,0.874649,0.234667
3513,0.968774,0.848485
3514,0.971963,1.0
3515,0.989286,0.790515
3516,0.986303,0.901109
3517,0.991096,0.867457
3518,0.975871,0.655518
3519,0.914976,0.158946
3520,0.988914,1.0
3521,0.950141,0.711948
3522,0.984514,0.977157
3523,0.960377,0.981865
3524,0.990746,1.0
3525,0.98223,0.946597
3526,0.974629,1.0
3527,0.989222,0.955914
3528,0.933518,0.722222
3529,0.987355,0.688332
3530,0.989682,0.831077
3531,0.947167,0.559168
3532,0.914954,0.749699
3533,0.99006,0.998632
3534,0.924225,0.771513
3535,0.991187,1.0
3536,0.970501,0.992347
3537,0.990778,0.924345
3538,0.989032,0.98927
3539,0.934751,0.964706
3540,0.952499,0.98892
3541,0.93559,0.906977
3542,0.817344,0.582514
3543,0.980042,0.610095
3544,0.981082,0.848871
3545,0.993799,0.916966
3546,0.937698,0.607296
3547,0.98946,0.877347
3548,0.852465,0.474126
