image_idx,DSC_metric,NSD_metric
6328,0.896303,0.1774
6329,0.880883,0.053974
6330,0.690405,0.041118
6331,0.879086,0.071174
6332,0.787849,0.636364
6333,0.812267,0.201357
6334,0.529958,0.144578
6335,0.844112,0.120388
6336,0.583745,0.064024
6337,0.872838,0.093298
6338,0.615514,0.009274
6339,0.884104,0.037805
6340,0.824012,0.0
6341,0.863482,0.091352
6342,0.853703,0.114407
6343,0.814734,0.066763
6344,0.902976,0.161972
6345,0.920231,0.306065
6346,0.843748,0.17541
6347,0.776407,0.160558
6348,0.908777,0.26826
6349,0.561471,0.155102
6350,0.802504,0.009923
6351,0.774267,0.21732
6352,0.606217,0.038265
6353,0.78442,0.01335
6354,0.763716,0.0
6355,0.715524,0.044632
6356,0.740679,0.19619
6357,0.798154,0.015912
6358,0.877337,0.126027
6359,0.714229,0.0
6360,0.808912,0.095349
6361,0.744443,0.188006
6362,0.747931,0.168142
6363,0.822382,0.057276
6364,0.691623,0.168508
6365,0.801626,0.141463
6366,0.797642,0.0
6367,0.827982,0.10453
6368,0.716251,0.284965
6369,0.851118,0.148627
6370,0.682416,0.063404
6371,0.882854,0.659529
6372,0.774071,0.018059
6373,0.849509,0.093298
6374,0.785836,0.181308
6375,0.737561,0.0
6376,0.823127,0.110059
6377,0.729639,0.093651
6378,0.67505,0.06383
6379,0.797289,0.045221
6380,0.712731,0.135714
6381,0.837961,0.05
6382,0.843234,0.0047
6383,0.829535,0.0
6384,0.839009,0.289474
6385,0.788604,0.306028
6386,0.773255,0.116688
6387,0.803554,0.117276
6388,0.829292,0.01534
6389,0.816833,0.118577
6390,0.760871,0.070787
6391,0.452202,0.0
6392,0.86094,0.184366
6393,0.720263,0.10596
6394,0.872502,0.168508
6395,0.831751,0.01847
6396,0.749447,0.042179
6397,0.825675,0.0
6398,0.770073,0.057637
6399,0.881695,0.236427
6400,0.683309,0.037241
6401,0.615029,0.070866
6402,0.799627,0.130199
6403,0.741328,0.0
6404,0.757353,0.0
6405,0.797175,0.113798
6406,0.835452,0.019231
6407,0.879762,0.166667
6408,0.592128,0.0
6409,0.780192,0.230612
6410,0.751916,0.058296
6411,0.888144,0.144509
6412,0.692191,0.0
6413,0.678025,0.066561
6414,0.673977,0.091603
6415,0.772974,0.039024
6416,0.715875,0.0
6417,0.814712,0.053936
6418,0.843509,0.093315
6419,0.71976,0.186
6420,0.810983,0.096491
6421,0.898379,0.269755
6422,0.172956,0.090909
6423,0.720568,0.057421
6424,0.892536,0.176378
6425,0.819983,0.0
6426,0.744945,0.205567
6427,0.899642,0.091765
6428,0.790781,0.139715
6429,0.860432,0.0
6430,0.744976,0.344902
6431,0.564996,0.117845
6432,0.538033,0.0
6433,0.931412,0.395778
6434,0.584102,0.056818
6435,0.911851,0.350225
6436,0.633275,0.068376
6437,0.880014,0.342488
6438,0.887197,0.07601
6439,0.362138,0.082621
6440,0.676313,0.091078
6441,0.765591,0.045326
6442,0.742908,0.0
6443,0.859778,0.023179
6444,0.793605,0.32902
6445,0.877616,0.239295
6446,0.826893,0.067344
6447,0.819575,0.007614
6448,0.796992,0.006279
6449,0.675946,0.130357
6450,0.300089,0.06639
6451,0.289619,0.047382
6452,0.817991,0.146002
6453,0.900502,0.180539
6454,0.766775,0.010899
6455,0.832707,0.03172
6456,0.870459,0.080624
6457,0.466037,0.0
6458,0.897741,0.404589
6459,0.843405,0.094388
6460,0.828757,0.084112
6461,0.877762,0.232446
6462,0.853281,0.0848
6463,0.848658,0.231465
6464,0.886752,0.201024
6465,0.784582,0.0
6466,0.876479,0.028226
6467,0.850055,0.499203
6468,0.703698,0.101432
6469,0.734817,0.0
6470,0.712491,0.10664
6471,0.716214,0.0
6472,0.787455,0.06734
6473,0.768011,0.0
6474,0.641339,0.038052
6475,0.825921,0.19637
6476,0.726305,0.0
6477,0.664083,0.166307
6478,0.578741,0.0
6479,0.859365,0.147975
6480,0.870102,0.038136
6481,0.46196,0.016064
6482,0.798986,0.360341
6483,0.824967,0.080597
6484,0.699069,0.136719
6485,0.755142,0.066427
6486,0.912693,0.385892
6487,0.757262,0.0
6488,0.855963,0.0
6489,0.647128,0.058309
6490,0.885534,0.12933
6491,0.625275,0.25816
6492,0.206706,0.170918
6493,0.744439,0.577519
6494,0.0,0.0
6495,0.87102,0.345714
6496,0.859679,0.241581
6497,0.703837,0.294032
6498,0.759176,0.364512
6499,0.875812,0.508642
6500,0.60085,0.407229
6501,0.451118,0.403259
6502,0.719779,0.408497
6503,0.387561,0.151351
6504,0.565861,0.07702
6505,0.470895,0.263158
6506,0.654925,0.095685
6507,0.656833,0.0
6508,0.74393,0.167339
6509,0.631347,0.0
6510,0.67123,0.0
6511,0.412682,0.347826
6512,0.733333,0.467606
6513,0.629359,0.304239
6514,0.85002,0.399707
6515,0.814129,0.310413
6516,0.573362,0.093506
6517,0.859254,0.445476
6518,0.451044,0.074236
6519,0.818368,0.234354
6520,0.779355,0.22695
6521,0.811386,0.076786
6522,0.858045,0.074499
6523,0.524011,0.0
6524,0.656606,0.063053
6525,0.637131,0.0
6526,0.745931,0.0
6527,0.844269,0.144393
6528,0.622004,0.0
6529,0.64352,0.031898
6530,0.844373,0.130282
6531,0.768909,0.0
6532,0.629752,0.0
6533,0.766423,0.110919
6534,0.869222,0.165698
6535,0.718978,0.105651
6536,0.755163,0.050089
6537,0.634443,0.088365
6538,0.68,0.034956
6539,0.775089,0.104082
6540,0.693393,0.0
6541,0.607575,0.0
6542,0.670426,0.110014
6543,0.0,0.0
6544,0.808005,0.00916
6545,0.655022,0.0
6546,0.72712,0.017751
6547,0.870658,0.141049
6548,0.826091,0.224953
6549,0.80376,0.152395
6550,0.718354,0.0
6551,0.654352,0.106695
6552,0.691059,0.367615
6553,0.865482,0.118151
6554,0.907142,0.336991
6555,0.511028,0.012987
6556,0.660065,0.083784
6557,0.60274,0.0
6558,0.760137,0.112523
6559,0.821676,0.123269
6560,0.719107,0.067442
6561,0.768223,0.066095
6562,0.744036,0.026667
6563,0.760643,0.029412
6564,0.804503,0.048443
6565,0.790494,0.146341
6566,0.796915,0.12481
6567,0.782584,0.246548
6568,0.855982,0.265774
6569,0.58253,0.02963
6570,0.719839,0.0
6571,0.88808,0.058355
6572,0.822047,0.189679
6573,0.86629,0.1875
6574,0.580381,0.0
6575,0.900973,0.278912
6576,0.665246,0.075594
6577,0.726914,0.116927
6578,0.841939,0.034529
6579,0.783186,0.053333
6580,0.474333,0.062147
6581,0.756715,0.065523
6582,0.863251,0.231861
6583,0.770103,0.471455
6584,0.917824,0.205882
6585,0.800506,0.108303
6586,0.799826,0.114105
6587,0.658082,0.0
6588,0.850966,0.075221
6589,0.792918,0.0
6590,0.875404,0.31044
6591,0.724814,0.026854
6592,0.848605,0.010417
6593,0.708318,0.0
6594,0.742031,0.045638
6595,0.353523,0.0
6596,0.741949,0.0
6597,0.917872,0.44198
6598,0.549833,0.327945
6599,0.760718,0.21895
6600,0.757437,0.041945
6601,0.784611,0.0
6602,0.683816,0.342205
6603,0.870396,0.074525
6604,0.848267,0.005479
6605,0.706084,0.356659
6606,0.602052,0.0
6607,0.706466,0.0
6608,0.789667,0.0
6609,0.476065,0.0
6610,0.703158,0.012285
6611,0.820999,0.0
6612,0.782619,0.011494
6613,0.659859,0.0
6614,0.554267,0.0
6615,0.878079,0.331588
6616,0.880576,0.209424
6617,0.600245,0.0
6618,0.838428,0.100509
6619,0.654171,0.0
6620,0.595308,0.0
6621,0.896208,0.361675
6622,0.901163,0.728261
6623,0.863842,0.160572
6624,0.720572,0.17232
6625,0.703499,0.386946
6626,0.722462,0.0
6627,0.829472,0.115702
6628,0.716307,0.089214
6629,0.674548,0.051572
6630,0.659855,0.0
6631,0.896617,0.187418
6632,0.897435,0.290773
6633,0.73894,0.0
6634,0.800966,0.0
6635,0.773074,0.071429
6636,0.831392,0.011173
6637,0.890691,0.139073
6638,0.846666,0.040336
6639,0.663834,0.0
6640,0.687997,0.069048
6641,0.64001,0.022599
6642,0.903759,0.428125
6643,0.77945,0.025818
6644,0.830776,0.007042
6645,0.899548,0.355655
6646,0.769231,0.00703
6647,0.763128,0.130508
6648,0.804687,0.0
6649,0.702584,0.10971
6650,0.909793,0.002697
6651,0.668735,0.0
6652,0.786358,0.062241
6653,0.910209,0.296512
6654,0.764196,0.167521
6655,0.690673,0.0
6656,0.681695,0.262102
6657,0.566076,0.0
6658,0.672279,0.0
6659,0.612718,0.153713
6660,0.631268,0.066741
6661,0.777255,0.0
6662,0.878801,0.144371
6663,0.811366,0.070205
6664,0.702282,0.002729
6665,0.697852,0.0
6666,0.852702,0.0
6667,0.771554,0.061669
6668,0.57964,0.0
6669,0.576489,0.0
6670,0.88157,0.0125
6671,0.742157,0.098765
6672,0.75561,0.0
6673,0.667751,0.009358
6674,0.873594,0.0
6675,0.401919,0.112219
6676,0.602742,0.0
6677,0.859081,0.092971
6678,0.811161,0.138489
6679,0.61178,0.035503
6680,0.843965,0.33634
6681,0.921541,0.332875
6682,0.62069,0.047315
6683,0.765823,0.051078
6684,0.765441,0.017699
6685,0.740131,0.0
6686,0.680745,0.0
6687,0.682932,0.10533
6688,0.856469,0.0
6689,0.637426,0.06291
6690,0.686859,0.0
6691,0.759849,0.0
6692,0.712573,0.0
6693,0.422641,0.288
6694,0.641723,0.0
6695,0.683552,0.060556
6696,0.685776,0.0
6697,0.64147,0.054927
6698,0.654985,0.016194
6699,0.784341,0.011377
6700,0.769177,0.015777
6701,0.681311,0.0
6702,0.74829,0.082707
6703,0.768214,0.123288
6704,0.700247,0.064045
6705,0.773618,0.184211
6706,0.852577,0.053165
6707,0.665895,0.0
6708,0.829027,0.125196
6709,0.774872,0.020093
6710,0.745326,0.0
6711,0.793183,0.156863
6712,0.650352,0.305322
6713,0.440609,0.31185
6714,0.812515,0.451389
6715,0.538289,0.426035
6716,0.718319,0.455975
6717,0.92093,0.322635
6718,0.595862,0.126498
6719,0.836955,0.23399
6720,0.522846,0.013598
6721,0.436586,0.111111
6722,0.650858,0.068182
6723,0.469378,0.018237
6724,0.571823,0.0
6725,0.693468,0.085714
6726,0.821032,0.008824
6727,0.790782,0.0
6728,0.822901,0.01844
6729,0.876317,0.179487
6730,0.720584,0.142512
6731,0.896305,0.299763
6732,0.851499,0.154237
6733,0.79285,0.088312
6734,0.560539,0.0
6735,0.858285,0.078517
6736,0.818539,0.019763
6737,0.586035,0.0
6738,0.859263,0.0
6739,0.895379,0.547718
6740,0.866242,0.295374
6741,0.933366,0.739437
6742,0.902516,0.567797
6743,0.787493,0.229323
6744,0.925106,0.665552
6745,0.727575,0.179641
6746,0.937352,0.815498
6747,0.884549,0.655462
6748,0.898636,0.588477
6749,0.932229,0.695238
6750,0.814105,0.269737
6751,0.893065,0.428571
6752,0.87767,0.42803
6753,0.865705,0.529412
6754,0.810364,0.226804
6755,0.69427,0.033755
6756,0.785526,0.395833
6757,0.903623,0.360795
6758,0.895447,0.760504
6759,0.88477,0.528497
6760,0.907519,0.44
6761,0.900457,0.547718
6762,0.85806,0.345992
6763,0.951136,0.743869
6764,0.914059,0.579505
6765,0.927374,0.575658
6766,0.907677,0.428571
6767,0.834416,0.608911
6768,0.821691,0.289037
6769,0.969251,0.960212
6770,0.911243,0.498294
6771,0.531705,0.0
6772,0.913982,0.610656
6773,0.940205,0.571429
6774,0.931247,0.787004
6775,0.906745,0.457792
6776,0.937725,0.693878
6777,0.917048,0.828571
6778,0.839428,0.207143
6779,0.869153,0.487047
6780,0.884313,0.610811
6781,0.860037,0.285714
6782,0.711409,0.636364
6783,0.714364,0.015873
6784,0.9468,0.785276
6785,0.929225,0.641892
6786,0.88145,0.371336
6787,0.951383,0.819495
6788,0.91738,0.635417
6789,0.843162,0.333333
6790,0.903359,0.488372
6791,0.890363,0.469231
6792,0.828324,0.513514
6793,0.837588,0.149837
6794,0.327791,0.269663
6795,0.946439,0.748503
6796,0.0,0.0
6797,0.939355,0.751613
6798,0.942769,0.794574
6799,0.909731,0.568584
6800,0.729356,0.180095
6801,0.91124,0.52669
6802,0.935565,0.684524
6803,0.915018,0.590164
6804,0.875888,0.682051
6805,0.9143,0.558621
6806,0.846184,0.45339
6807,0.917631,0.594771
6808,0.896818,0.616601
6809,0.916067,0.393531
6810,0.888454,0.580882
6811,0.855593,0.360424
6812,0.785359,0.229452
6813,0.605217,0.211009
6814,0.773788,0.291045
6815,0.618935,0.114286
6816,0.873259,0.517787
6817,0.910297,0.698347
6818,0.926082,0.696246
6819,0.887312,0.504587
6820,0.819572,0.520737
6821,0.847768,0.532995
6822,0.932793,0.795699
6823,0.917001,0.624585
6824,0.951498,0.846626
6825,0.836591,0.111111
6826,0.852459,0.434555
6827,0.932107,0.846847
6828,0.878676,0.550239
6829,0.772676,0.35865
6830,0.861699,0.464286
6831,0.865463,0.391858
6832,0.580392,0.033195
6833,0.927121,0.563636
6834,0.921255,0.452716
6835,0.891855,0.514045
6836,0.848176,0.545035
6837,0.885211,0.74359
6838,0.53206,0.247241
6839,0.794471,0.324324
6840,0.790874,0.287486
6841,0.847272,0.191781
6842,0.855919,0.038369
6843,0.910246,0.289179
6844,0.804035,0.035343
6845,0.817111,0.019628
6846,0.851642,0.420947
6847,0.727512,0.0
6848,0.640012,0.0
6849,0.712069,0.093617
6850,0.783942,0.353846
6851,0.714017,0.013699
6852,0.570956,0.0
6853,0.825888,0.093318
6854,0.640976,0.022272
6855,0.829268,0.0
6856,0.908605,0.325323
6857,0.860379,0.065268
6858,0.845176,0.087937
6859,0.775127,0.042009
6860,0.754282,0.0
6861,0.660111,0.0
6862,0.884267,0.117647
6863,0.818891,0.216667
6864,0.797945,0.054092
6865,0.718282,0.045741
6866,0.846638,0.413238
6867,0.753814,0.041254
6868,0.741283,0.0
6869,0.730946,0.109626
6870,0.617148,0.082383
6871,0.772688,0.138333
6872,0.635535,0.0
6873,0.779953,0.106878
6874,0.827516,0.0
6875,0.7721,0.0
6876,0.652082,0.066298
6877,0.745883,0.016216
6878,0.758784,0.0
6879,0.739454,0.070658
6880,0.775414,0.054993
6881,0.819885,0.084337
6882,0.769887,0.067
6883,0.903696,0.411638
6884,0.721115,0.061755
6885,0.836704,0.05198
6886,0.839844,0.0
6887,0.774888,0.057108
6888,0.828948,0.0
6889,0.782042,0.0
6890,0.785149,0.0
6891,0.810719,0.094077
6892,0.836066,0.017375
6893,0.786358,0.023037
6894,0.606757,0.0
6895,0.81996,0.0
6896,0.865764,0.237584
6897,0.738312,0.0
6898,0.722824,0.0
6899,0.784302,0.0
6900,0.786887,0.065385
6901,0.876422,0.186861
6902,0.893215,0.172619
6903,0.683781,0.0
6904,0.819316,0.0
6905,0.714728,0.002094
6906,0.671192,0.0
6907,0.801518,0.191388
6908,0.478585,0.295181
6909,0.587534,0.0
6910,0.848122,0.211514
6911,0.914902,0.492676
6912,0.81191,0.190909
6913,0.496362,0.056995
6914,0.852938,0.128109
6915,0.666212,0.115456
6916,0.758686,0.013841
6917,0.760497,0.087912
6918,0.757651,0.008897
6919,0.839466,0.0
6920,0.786036,0.079316
6921,0.831996,0.0
6922,0.742984,0.0
6923,0.741618,0.037344
6924,0.802021,0.216506
6925,0.875184,0.488499
6926,0.851611,0.22546
6927,0.605601,0.0
6928,0.862085,0.155797
6929,0.767942,0.073456
6930,0.705665,0.0
6931,0.736487,0.0
6932,0.826118,0.028495
6933,0.807818,0.032859
6934,0.808486,0.474645
6935,0.836823,0.0
6936,0.690713,0.047354
6937,0.599695,0.056437
6938,0.668224,0.167822
6939,0.828991,0.263581
6940,0.827087,0.176533
6941,0.626571,0.0
6942,0.701408,0.180967
6943,0.704064,0.033951
6944,0.882898,0.072874
6945,0.687281,0.0
6946,0.776059,0.0
6947,0.831282,0.01662
6948,0.660433,0.12193
6949,0.064798,0.1633
6950,0.777126,0.175245
6951,0.691541,0.236448
6952,0.509609,0.268551
6953,0.905057,0.313993
6954,0.899408,0.361972
6955,0.309373,0.32126
6956,0.939936,0.556054
6957,0.846975,0.557333
6958,0.537008,0.420195
6959,0.836639,0.602151
6960,0.480605,0.34
6961,0.537473,0.387574
6962,0.74983,0.103803
6963,0.753743,0.0
6964,0.856353,0.011607
6965,0.555717,0.040222
6966,0.893269,0.201622
6967,0.649037,0.303249
6968,0.893989,0.259717
6969,0.675991,0.0
6970,0.793879,0.0
6971,0.49699,0.110694
6972,0.840941,0.030075
6973,0.634549,0.069498
6974,0.833162,0.087879
6975,0.812559,0.006584
6976,0.797702,0.038001
6977,0.780358,0.0
6978,0.896201,0.430894
6979,0.473728,0.20332
6980,0.445783,0.067989
6981,0.895685,0.24674
6982,0.759972,0.03271
6983,0.87628,0.420732
6984,0.715455,0.489157
6985,0.668774,0.254867
6986,0.659989,0.0
6987,0.872915,0.084848
6988,0.713893,0.0
6989,0.909311,0.59467
6990,0.886831,0.243413
6991,0.832728,0.115922
6992,0.714475,0.0
6993,0.761713,0.0
6994,0.852385,0.088589
6995,0.720128,0.04059
6996,0.87967,0.185552
6997,0.840724,0.114569
6998,0.839858,0.0
6999,0.78662,0.011412
7000,0.0,0.0
7001,0.770606,0.123028
7002,0.720732,0.052685
7003,0.683734,0.239024
7004,0.858093,0.016026
7005,0.747836,0.0
7006,0.762778,0.142857
7007,0.717601,0.0
7008,0.819041,0.398058
7009,0.75109,0.022642
7010,0.833372,0.284153
7011,0.90384,0.174151
7012,0.64611,0.060526
7013,0.776341,0.0
7014,0.679515,0.152249
7015,0.864836,0.226387
7016,0.750718,0.095427
7017,0.78087,0.025676
7018,0.869818,0.197867
7019,0.550324,0.0
7020,0.863267,0.120146
7021,0.847157,0.108067
7022,0.854482,0.173973
7023,0.736842,0.0
7024,0.762234,0.0
7025,0.754979,0.070022
7026,0.794454,0.13278
7027,0.761644,0.153551
7028,0.780804,0.051254
7029,0.593915,0.0
7030,0.907594,0.271971
7031,0.901265,0.414397
7032,0.788225,0.226098
7033,0.687181,0.113611
7034,0.794707,0.18408
7035,0.702802,0.095575
7036,0.863416,0.158996
7037,0.83859,0.042654
7038,0.918528,0.27209
7039,0.725343,0.076023
7040,0.901597,0.178771
7041,0.840384,0.210287
7042,0.77209,0.0
7043,0.626937,0.098734
7044,0.812061,0.037185
7045,0.723854,0.0
7046,0.513668,0.0
7047,0.632772,0.068259
7048,0.673735,0.087969
7049,0.850845,0.204931
7050,0.751384,0.05428
7051,0.803053,0.173765
7052,0.519814,0.039175
7053,0.870675,0.44
7054,0.7896,0.064103
7055,0.428168,0.005181
7056,0.851972,0.106667
7057,0.459751,0.0
7058,0.673848,0.0
7059,0.800399,0.203366
7060,0.738513,0.077441
7061,0.755,0.018735
7062,0.862542,0.249497
7063,0.775253,0.063758
7064,0.711506,0.022222
7065,0.682199,0.0
7066,0.885328,0.322124
7067,0.690777,0.097902
7068,0.744665,0.051325
7069,0.685644,0.0
7070,0.79191,0.0
7071,0.743298,0.0
7072,0.633597,0.0
7073,0.865209,0.297521
7074,0.889852,0.375926
7075,0.843214,0.18
7076,0.781395,0.056851
7077,0.862791,0.047936
7078,0.706169,0.057627
7079,0.795699,0.107438
7080,0.720566,0.072131
7081,0.912927,0.120085
7082,0.679352,0.287554
7083,0.643989,0.0
7084,0.621501,0.0
7085,0.668936,0.0
7086,0.617845,0.093686
7087,0.862918,0.332136
7088,0.573592,0.09973
7089,0.86286,0.061333
7090,0.777147,0.029004
7091,0.834944,0.209491
7092,0.60974,0.0
7093,0.792185,0.059379
7094,0.71625,0.011628
7095,0.380709,0.164384
7096,0.745143,0.109162
7097,0.646372,0.158696
7098,0.761382,0.017391
7099,0.844092,0.029752
7100,0.681211,0.190661
7101,0.529654,0.0
7102,0.845942,0.153389
7103,0.798408,0.231467
7104,0.860027,0.149153
7105,0.615964,0.021705
7106,0.695135,0.0
7107,0.352429,0.021739
7108,0.89106,0.207246
7109,0.520154,0.029674
7110,0.0,0.0
7111,0.905826,0.358799
7112,0.725846,0.105622
7113,0.809196,0.006734
7114,0.742304,0.0
7115,0.606081,0.0
7116,0.871348,0.194595
7117,0.696732,0.231417
7118,0.708916,0.0
7119,0.680483,0.070081
7120,0.623024,0.10757
7121,0.814747,0.090331
7122,0.714481,0.0
7123,0.732089,0.09002
7124,0.761344,0.018333
7125,0.866212,0.110571
7126,0.392908,0.244186
7127,0.828372,0.048894
7128,0.890159,0.17381
7129,0.633713,0.086364
7130,0.704807,0.072383
7131,0.851934,0.085253
7132,0.830068,0.118797
7133,0.567571,0.085487
7134,0.589128,0.114504
7135,0.448024,0.0
7136,0.519302,0.110565
7137,0.742616,0.0
7138,0.633591,0.0
7139,0.693062,0.0
7140,0.697826,0.210127
7141,0.733671,0.189394
7142,0.877731,0.209141
7143,0.56715,0.081767
7144,0.678498,0.002976
7145,0.735846,0.030995
7146,0.78782,0.22007
7147,0.640594,0.076087
7148,0.863515,0.216718
7149,0.634475,0.077253
7150,0.396102,0.26465
7151,0.658662,0.096738
7152,0.762172,0.0
7153,0.692815,0.039088
7154,0.841497,0.048603
7155,0.881841,0.22942
7156,0.700761,0.064583
7157,0.636015,0.0
7158,0.498183,0.0
7159,0.815476,0.098616
7160,0.754136,0.118812
7161,0.831779,0.193609
7162,0.825104,0.147929
7163,0.698879,0.117133
7164,0.657773,0.213793
7165,0.947182,0.56623
7166,0.826704,0.033505
7167,0.566324,0.046243
7168,0.839565,0.209571
7169,0.884596,0.334783
7170,0.750156,0.368231
7171,0.858919,0.35
7172,0.783752,0.306096
7173,0.773673,0.253383
7174,0.59375,0.376222
7175,0.904246,0.496825
7176,0.912413,0.448871
7177,0.771178,0.338736
7178,0.94127,0.611272
7179,0.665188,0.321101
7180,0.890844,0.486352
7181,0.851205,0.556263
7182,0.697524,0.299569
7183,0.486952,0.410299
7184,0.776838,0.177152
7185,0.899223,0.284741
7186,0.606746,0.0
7187,0.548461,0.0
7188,0.732097,0.070721
7189,0.89436,0.418883
7190,0.565462,0.0
7191,0.684017,0.0
7192,0.828487,0.217391
7193,0.838258,0.469231
7194,0.567443,0.089645
7195,0.522453,0.022948
7196,0.85104,0.230871
7197,0.68036,0.044444
7198,0.784621,0.275287
7199,0.585881,0.00463
7200,0.720569,0.0
7201,0.790152,0.107076
7202,0.9112,0.267485
7203,0.610578,0.22452
7204,0.737472,0.160804
7205,0.599009,0.0
7206,0.864524,0.183357
7207,0.542453,0.0
7208,0.683191,0.0
7209,0.739422,0.201242
7210,0.591923,0.331754
7211,0.0,0.0
7212,0.541336,0.099548
7213,0.383749,0.126183
7214,0.544009,0.281726
7215,0.552406,0.183673
7216,0.675281,0.439331
7217,0.422665,0.1875
7218,0.401542,0.141141
7219,0.53953,0.151111
7220,0.0,0.0
7221,0.433431,0.099502
7222,0.27027,0.08427
7223,0.0,0.0
7224,0.294625,0.119266
7225,0.38566,0.215094
7226,0.102825,0.176471
7227,0.0,0.0
7228,0.583784,0.183962
7229,0.407125,0.096386
7230,0.336264,0.185654
7231,0.3345,0.107843
7232,0.544161,0.073171
7233,0.254398,0.095238
7234,0.219557,0.150943
7235,0.328033,0.202073
7236,0.073602,0.282297
7237,0.0,0.0
7238,0.0,0.0
7239,0.0,0.0
7240,0.0,0.0
7241,0.052373,0.186782
7242,0.050901,0.057554
7243,0.0,0.0
7244,0.419162,0.180556
7245,0.404138,0.1
7246,0.171337,0.093023
7247,0.292804,0.189024
7248,0.001394,0.078534
7249,0.209059,0.123853
7250,0.080856,0.098093
7251,0.025163,0.106618
7252,0.02451,0.0
7253,0.0,0.0
7254,0.160183,0.176471
7255,0.528065,0.09322
7256,0.421053,0.198529
7257,0.341956,0.139303
7258,0.0,0.0
7259,0.557087,0.168975
7260,0.037578,0.166667
7261,0.311544,0.117302
7262,0.571039,0.211806
7263,0.328117,0.135021
7264,0.440996,0.166667
7265,0.578249,0.205128
7266,0.480169,0.251046
7267,0.434198,0.099291
7268,0.008439,0.08982
7269,0.095556,0.124183
7270,0.128728,0.116959
7271,0.555806,0.25
7272,0.623963,0.125424
7273,0.669033,0.348189
7274,0.157973,0.17
7275,0.558916,0.477124
7276,0.336134,0.133333
7277,0.551256,0.121864
7278,0.455018,0.166667
7279,0.0,0.0
7280,0.044211,0.0
7281,0.471959,0.282443
7282,0.644823,0.291829
7283,0.13394,0.183099
7284,0.407664,0.211401
7285,0.43971,0.085011
7286,0.336066,0.172043
7287,0.471277,0.201031
7288,0.56338,0.176471
7289,0.0,0.0
7290,0.275298,0.293617
7291,0.641256,0.335052
7292,0.603655,0.220513
7293,0.164638,0.1
7294,0.040904,0.0
7295,0.623665,0.377163
7296,0.303527,0.288043
7297,0.0,0.014545
7298,0.040441,0.289773
7299,0.050265,0.192661
7300,0.561224,0.183267
7301,0.0,0.0
7302,0.581737,0.20059
7303,0.61165,0.308793
7304,0.446822,0.186603
7305,0.511767,0.268293
7306,0.741716,0.0
7307,0.910713,0.284706
7308,0.977261,0.567426
7309,0.7001,0.019975
7310,0.872589,0.090242
7311,0.959555,0.413826
7312,0.951211,0.496977
7313,0.926702,0.464579
7314,0.909061,0.473259
7315,0.903854,0.017165
7316,0.967068,0.286822
7317,0.942781,0.561873
7318,0.868326,0.069672
7319,0.85646,0.057143
7320,0.885179,0.039241
7321,0.597797,0.37954
7322,0.959327,0.549477
7323,0.837443,0.0
7324,0.959905,0.239603
7325,0.807305,0.408872
7326,0.9663,0.328067
7327,0.876975,0.084806
7328,0.929112,0.102175
7329,0.906502,0.351981
7330,0.899529,0.157848
7331,0.963539,0.152534
7332,0.899651,0.277612
7333,0.916358,0.390957
7334,0.95514,0.393979
7335,0.839235,0.0
7336,0.745493,0.522843
7337,0.819923,0.677852
7338,0.771334,0.453782
7339,0.878013,0.815789
7340,0.62493,0.286667
7341,0.048555,0.410985
7342,0.282,0.140417
7343,0.555791,0.192913
7344,0.649315,0.386139
7345,0.243094,0.507692
7346,0.396825,0.182197
7347,0.538495,0.231373
7348,0.401742,0.247602
7349,0.605939,0.331307
7350,0.68151,0.37535
7351,0.413851,0.050955
7352,0.800715,0.615385
7353,0.872651,0.843478
7354,0.941693,0.080353
7355,0.833916,0.0
7356,0.857202,0.136424
7357,0.967675,0.263572
7358,0.894057,0.010753
7359,0.915786,0.135528
7360,0.940221,0.145189
7361,0.815763,0.0
7362,0.841703,0.415065
7363,0.857403,0.177822
7364,0.772318,0.0
7365,0.747743,0.0
7366,0.835124,0.019004
7367,0.837042,0.158213
7368,0.67011,0.220779
7369,0.64085,0.365269
7370,0.421729,0.166667
7371,0.4375,0.161572
7372,0.490552,0.179856
7373,0.183178,0.105727
7374,0.456731,0.167286
7375,0.284015,0.123711
7376,0.53299,0.166667
7377,0.548644,0.211111
7378,0.53477,0.152174
7379,0.08977,0.135135
7380,0.610616,0.157895
7381,0.59886,0.25283
7382,0.0,0.0
7383,0.136343,0.33657
7384,0.252221,0.199482
7385,0.0,0.022901
7386,0.637478,0.153025
7387,0.54326,0.114695
7388,0.546189,0.109195
7389,0.312624,0.065292
7390,0.428734,0.086687
7391,0.629472,0.197628
7392,0.523089,0.122977
7393,0.37212,0.082969
7394,0.038532,0.053191
7395,0.745334,0.227273
7396,0.395247,0.096847
7397,0.4222,0.152597
7398,0.213479,0.141104
7399,0.435979,0.203426
7400,0.445314,0.105121
7401,0.442093,0.112195
7402,0.503082,0.140515
7403,0.534438,0.199367
7404,0.529224,0.099174
7405,0.584365,0.226316
7406,0.298165,0.07377
7407,0.614253,0.181507
7408,0.18876,0.159864
7409,0.0,0.0
7410,0.327001,0.193717
7411,0.501558,0.260223
7412,0.283233,0.149798
7413,0.137887,0.166667
7414,0.692836,0.1841
7415,0.635731,0.33125
7416,0.46029,0.2
7417,0.149678,0.058651
7418,0.480946,0.285714
7419,0.643898,0.236
7420,0.595444,0.223022
7421,0.53512,0.139241
